"","ID","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3","coverDryfun20","coverBiodesert100","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","percentN","percentC","Life_form","taxon"
"391",139,"Iran","Lohondor",42,3,1,0.8177,3,4,3.74,77.03378378,0.627118644,1.036454545,68,621,NA,NA,"Herb","Centaurea sp."
"392",139,"Iran","Lohondor",42,3,1,0.8177,30.5,188.1,2.525555556,131.3829798,0.241871978,1.764151852,77,4550,3.031248573,39.51352741,"Herb","Onobrychis sintenisii"
"393",139,"Iran","Lohondor",42,3,1,0.8177,49,120,9.928333333,112.1739687,0.397027062,8.985361111,47,323,1.461874434,39.33397217,"Herb","Centaurea kotschyi"
"394",139,"Iran","Lohondor",42,3,1,0.8177,12,33,0.865,117.3590909,0.255288736,0.093136111,25,1400,2.700633999,38.61861866,"Herb","Astragalus sp."
"395",139,"Iran","Lohondor",42,3,1,0.8177,3.5,47.5,8.83,128.0257082,0.394135647,14.702,40,2250,1.089194643,34.00759795,"Herb","Phlomis herba-venti"
"396",139,"Iran","Lohondor",42,3,1,0.8177,1,9.5,4.11,190.0875,0.3187251,2.172428571,58,90,NA,NA,"Herb","Potentilla recta"
"397",139,"Iran","Lohondor",42,3,1,0.8177,3.5,27,10.33,139.9247104,0.267119301,21.1625,75,1200,2.17368891,41.02663895,"Herb","Salvia virgata"
"398",139,"Iran","Lohondor",42,3,1,0.8177,182,793,2.16,92.97128422,0.410215446,0.613888294,85,22500,2.786567019,40.74478214,"Wood","Rhamnus pallasii"
"399",139,"Iran","Lohondor",42,3,1,0.8177,101,508,10.432,45.85949482,0.663308555,0.418679563,32,1125,0.624275497,26.67785686,"Grass","Festuca valesiaca"
"400",139,"Iran","Lohondor",42,3,1,0.8177,6.5,27.6,2.972,58.33051285,0.310178145,0.300781905,48,342,NA,NA,"Herb","Dianthus orientalis"
"401",139,"Iran","Lohondor",42,3,1,0.8177,14.5,34.5,1.525,94.25979437,0.51689756,1.149407143,68,540,2.124863765,43.66792871,"Wood","Cerasus pseudoprostrata"
"402",139,"Iran","Lohondor",42,3,1,0.8177,0.1,8.1,3.65,29.66459627,0.443526171,0.9552,75,132,NA,NA,"Herb","Eryngium caucasicum"
"403",139,"Iran","Lohondor",42,3,1,0.8177,7.7,34.4,2.592,90.0710135,0.554017787,0.296817778,48,16,NA,NA,"Herb","Scabiosa rotata"
"404",139,"Iran","Lohondor",42,3,1,0.8177,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Teucrium polium"
"405",139,"Iran","Lohondor",42,3,1,0.8177,38,109.5,12.0625,57.1392206,0.66069232,1.498563095,70,1505,1.055797305,39.56034682,"Grass","Dactylis glomerata"
"406",139,"Iran","Lohondor",42,3,1,0.8177,298,1852,4.784,133.3642047,0.382258984,1.23788,42,3300,1.987276134,41.11360576,"Herb","Stachys turcomanica"
"407",139,"Iran","Lohondor",42,3,1,0.8177,63,71,3.146666667,130.3811844,0.38108471,3.676066667,190,18850,2.723288332,40.31060768,"Wood","Paliurus spina-christi"
"408",139,"Iran","Lohondor",42,3,1,0.8177,3.8,NA,1.77125,120.0437626,0.516363905,0.444694444,61,225,1.378977342,36.88709143,"Herb","Crupina vulgaris"
"409",139,"Iran","Lohondor",42,3,1,0.8177,45,45,6.16,91.37459283,0.46585736,9.350666667,240,30600,NA,NA,"Wood","Crataegus azarolus"
"410",140,"Iran","Baharkish",43,1,3,0.7586,1,1,21,NA,NA,NA,35,168,NA,NA,"Grass","Elymus repens"
"411",140,"Iran","Baharkish",43,1,3,0.7586,20.5,204.5,24.881,26.88510101,0.205511443,10.6465,30,1120,1.028185718,33.85336061,"Herb","Eremurus stenophyllus"
"412",140,"Iran","Baharkish",43,1,3,0.7586,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Stipa arabica"
"413",140,"Iran","Baharkish",43,1,3,0.7586,5.5,12.6,3.975,78.93541519,0.575102041,0.585368421,25,480,1.974891974,42.90901241,"Wood","Cerasus microcarpa"
"414",140,"Iran","Baharkish",43,1,3,0.7586,16,60,20.5,53.80861142,0.292140247,50.5505,33,3078,0.949817596,41.85137681,"Herb","Verbascum cheiranthifolium"
"415",140,"Iran","Baharkish",43,1,3,0.7586,157.5,947,6.103529412,64.09181637,0.598566308,0.291909091,40,2365,4.975781146,36.27379945,"Grass","Poa bulbosa"
"416",140,"Iran","Baharkish",43,1,3,0.7586,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Astragalus chrysostachys"
"417",140,"Iran","Baharkish",43,1,3,0.7586,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Euphorbia boissieri"
"418",140,"Iran","Baharkish",43,1,3,0.7586,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Colchicum kotschyi"
"419",140,"Iran","Baharkish",43,1,3,0.7586,148,989.5,4.8,31.61702128,0.587010824,0.123833333,33,2940,0.924305074,44.37797516,"Wood","Acantholimon erinaceum"
"420",140,"Iran","Baharkish",43,1,3,0.7586,40.5,122.5,1.438333333,47.24806202,0.472223919,0.406333333,50,3445,3.162359472,39.06604319,"Herb","Artemisia kopetdaghensis"
"421",140,"Iran","Baharkish",43,1,3,0.7586,100,571,2.728571429,43.66950182,0.421155512,0.44925,33,2680,NA,NA,"Wood","Acantholimon raddeanum"
"422",141,"Iran","Baharkish",43,2,2,0.7586,6.5,8,4.5,NA,NA,NA,43,437,NA,NA,"Grass","Poa bulbosa"
"423",141,"Iran","Baharkish",43,2,2,0.7586,10,16.5,32,32.25744271,0.569390244,3.0122,27,3000,1.360375701,39.41536077,"Herb","Cirsium bornmuelleri"
"424",141,"Iran","Baharkish",43,2,2,0.7586,225.5,298.5,19.35933333,121.3266911,0.300836094,5.78425,148,7519,1.744569847,23.86221396,"Grass","Elymus repens"
"425",141,"Iran","Baharkish",43,2,2,0.7586,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Cerasus microcarpa"
"426",141,"Iran","Baharkish",43,2,2,0.7586,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Marrubium vulgare"
"427",141,"Iran","Baharkish",43,2,2,0.7586,10,111,37,NA,NA,NA,20,3096,NA,NA,"Herb","Verbascum cheiranthifolium"
"428",141,"Iran","Baharkish",43,2,2,0.7586,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acantholimon erinaceum"
"429",141,"Iran","Baharkish",43,2,2,0.7586,90.5,514,6.1625,74.67179719,0.350162479,3.299,38,616,2.381830068,41.93590355,"Herb","Perovskia abrotanoides"
"430",141,"Iran","Baharkish",43,2,2,0.7586,66.5,260.5,1.5,96.45424837,0.588461538,0.393533333,34,1900,2.215406712,40.61037582,"Herb","Rosa persica"
"431",141,"Iran","Baharkish",43,2,2,0.7586,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Onobrychis verae"
"432",141,"Iran","Baharkish",43,2,2,0.7586,26.5,48,3.75,NA,NA,NA,69,2350,NA,NA,"Herb","Artemisia kopetdaghensis"
"433",141,"Iran","Baharkish",43,2,2,0.7586,1.5,3,11,71.49641915,0.27492228,12.64533333,45,510,NA,NA,"Herb","Eryngium bungei"
"434",141,"Iran","Baharkish",43,2,2,0.7586,1,4,3,NA,NA,NA,14,10,NA,NA,"Herb","Convolvulus lineatus"
"435",141,"Iran","Baharkish",43,2,2,0.7586,58,237,39.25,NA,NA,NA,28,918,1.960535311,35.20969189,"Herb","Eremurus stenophyllus"
"436",141,"Iran","Baharkish",43,2,2,0.7586,3,10.5,6.2,NA,NA,NA,42,360,NA,NA,"Wood","Lactuca orientalis"
"437",141,"Iran","Baharkish",43,2,2,0.7586,205.5,1083.5,2.585714286,NA,0.529801325,NA,42,3886,NA,NA,"Wood","Acantholimon raddeanum"
"438",142,"Iran","Baharkish",43,3,1,0.7586,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acanthophyllum glandulosum"
"439",142,"Iran","Baharkish",43,3,1,0.7586,3,4,2.25,NA,NA,NA,23,275,NA,NA,"Herb","Bunium cylindricum"
"440",142,"Iran","Baharkish",43,3,1,0.7586,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Bupleurum falcatum"
"441",142,"Iran","Baharkish",43,3,1,0.7586,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Tragopogon vvedenskyi"
"442",142,"Iran","Baharkish",43,3,1,0.7586,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acantholimon raddeanum"
"443",142,"Iran","Baharkish",43,3,1,0.7586,314,672,18.85714286,NA,NA,NA,120,2590,NA,NA,"Grass","Elymus repens"
"444",142,"Iran","Baharkish",43,3,1,0.7586,28.5,83.5,11.2,NA,0.184880952,NA,60,520,NA,NA,"Herb","Polygonum sewerzowii"
"445",142,"Iran","Baharkish",43,3,1,0.7586,85,284.5,25.5,NA,NA,NA,28,2250,NA,NA,"Herb","Verbascum cheiranthifolium"
"446",142,"Iran","Baharkish",43,3,1,0.7586,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Erysimum ischnostylum"
"447",142,"Iran","Baharkish",43,3,1,0.7586,33.5,220.5,1.625,NA,NA,NA,33,460,NA,NA,"Herb","Rosa persica"
"448",142,"Iran","Baharkish",43,3,1,0.7586,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Iris songarica"
"449",142,"Iran","Baharkish",43,3,1,0.7586,46.5,207,6.175,NA,NA,NA,38,1638,NA,NA,"Grass","Poa bulbosa"
"450",142,"Iran","Baharkish",43,3,1,0.7586,78.5,405,45.8125,NA,NA,NA,33,893,NA,NA,"Herb","Eremurus stenophyllus"
"451",142,"Iran","Baharkish",43,3,1,0.7586,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Taraxacum montanum"
"452",142,"Iran","Baharkish",43,3,1,0.7586,63,350.5,1.78375,59.81651376,0.463829787,0.543333333,70,2546,3.186256759,38.9956999,"Herb","Artemisia kopetdaghensis"
"453",142,"Iran","Baharkish",43,3,1,0.7586,12.5,33,3.625,NA,NA,NA,37,650,NA,NA,"Wood","Lactuca orientalis"
"454",142,"Iran","Baharkish",43,3,1,0.7586,66.5,394,2.9,NA,NA,NA,37,1904,NA,NA,"Herb","Astragalus chrysostachys"
"455",142,"Iran","Baharkish",43,3,1,0.7586,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acantholimon erinaceum"
"456",142,"Iran","Baharkish",43,3,1,0.7586,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Euphorbia boissieri"
"457",142,"Iran","Baharkish",43,3,1,0.7586,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Thesium kotschyanum"
"458",142,"Iran","Baharkish",43,3,1,0.7586,3,20.5,8,NA,NA,NA,44,180,NA,NA,"Herb","Eryngium bungei"
"459",142,"Iran","Baharkish",43,3,1,0.7586,84,339,18.6,NA,NA,NA,27,3445,NA,NA,"Herb","Cirsium bornmuelleri"
"460",142,"Iran","Baharkish",43,3,1,0.7586,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Crucianella gilanica"
"461",142,"Iran","Baharkish",43,3,1,0.7586,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Centaurea virgata"
"462",143,"Iran","Baharkish",43,4,0,0.7595,19.5,62,2,NA,NA,NA,30,475,NA,NA,"Herb","Dianthus polylepis"
"463",143,"Iran","Baharkish",43,4,0,0.7595,125,391.5,1.125,NA,NA,NA,60,6144,NA,NA,"Wood","Cerasus microcarpa"
"464",143,"Iran","Baharkish",43,4,0,0.7595,52,215.5,48,NA,NA,NA,33,800,NA,NA,"Herb","Eremurus stenophyllus"
"465",143,"Iran","Baharkish",43,4,0,0.7595,66.5,445.5,24.5,NA,NA,NA,32,2907,NA,NA,"Herb","Verbascum cheiranthifolium"
"466",143,"Iran","Baharkish",43,4,0,0.7595,13,70,29.79,98.59720605,0.40234192,4.23475,33,1080,NA,NA,"Herb","Iris songarica"
"467",143,"Iran","Baharkish",43,4,0,0.7595,5.5,47,4,NA,NA,NA,16,405,NA,NA,"Herb","Convolvulus lineatus"
"468",143,"Iran","Baharkish",43,4,0,0.7595,136,NA,2.323529412,NA,NA,NA,89,2958,NA,NA,"Herb","Artemisia kopetdaghensis"
"469",143,"Iran","Baharkish",43,4,0,0.7595,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Centaurea iberica"
"470",143,"Iran","Baharkish",43,4,0,0.7595,2,53.5,1,NA,NA,NA,18,494,NA,NA,"Wood","Acantholimon erinaceum"
"471",143,"Iran","Baharkish",43,4,0,0.7595,NA,108.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Bupleurum falcatum"
"472",143,"Iran","Baharkish",43,4,0,0.7595,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Stachys lavandulifolia"
"473",143,"Iran","Baharkish",43,4,0,0.7595,NA,77.5,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Festuca valesiaca"
"474",143,"Iran","Baharkish",43,4,0,0.7595,267,1243.5,16.14285714,NA,NA,NA,108,760,NA,NA,"Grass","Elymus repens"
"475",143,"Iran","Baharkish",43,4,0,0.7595,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Melica persica"
"476",143,"Iran","Baharkish",43,4,0,0.7595,12,62.5,9.125,NA,NA,NA,25,260,NA,NA,"Herb","Eryngium bungei"
"477",143,"Iran","Baharkish",43,4,0,0.7595,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Erysimum ischnostylum"
"478",143,"Iran","Baharkish",43,4,0,0.7595,60,182,19,NA,NA,NA,72,2500,NA,NA,"Grass","Stipa arabica"
"479",143,"Iran","Baharkish",43,4,0,0.7595,13.5,81.5,16.4,NA,NA,NA,15,1225,NA,NA,"Herb","Cousinia sp."
"480",143,"Iran","Baharkish",43,4,0,0.7595,2,24,1.5,NA,NA,NA,15,770,NA,NA,"Herb","Ziziphora clinopodioides"
"481",143,"Iran","Baharkish",43,4,0,0.7595,12,72.5,14,NA,NA,NA,35,608,NA,NA,"Herb","Cirsium bornmuelleri"
"482",143,"Iran","Baharkish",43,4,0,0.7595,130.5,846,3.15,NA,NA,NA,50,4200,NA,NA,"Herb","Astragalus chrysostachys"
"483",143,"Iran","Baharkish",43,4,0,0.7595,8,53,2.5,NA,NA,NA,32,360,NA,NA,"Herb","Rosa persica"
"484",143,"Iran","Baharkish",43,4,0,0.7595,23,188,1.5,NA,NA,NA,78,2600,NA,NA,"Wood","Cotoneaster nummularius"
"485",143,"Iran","Baharkish",43,4,0,0.7595,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Crucianella gilanica"
"486",143,"Iran","Baharkish",43,4,0,0.7595,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Taraxacum montanum"
"487",143,"Iran","Baharkish",43,4,0,0.7595,20,247.5,4,NA,NA,NA,35,510,NA,NA,"Herb","Centaurea virgata"
"488",143,"Iran","Baharkish",43,4,0,0.7595,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Rosa canina"
"489",143,"Iran","Baharkish",43,4,0,0.7595,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Tragopogon vvedenskyi"
"490",143,"Iran","Baharkish",43,4,0,0.7595,19,101.5,2,NA,NA,NA,28,2400,NA,NA,"Wood","Acanthophyllum glandulosum"
"491",143,"Iran","Baharkish",43,4,0,0.7595,1,NA,1.89,197.6331361,0.442408377,0.175789474,8,20,1.598489134,30.04520201,"Herb","Alyssum szowitsianum"
"492",143,"Iran","Baharkish",43,4,0,0.7595,28.5,181.5,2.25,NA,NA,NA,16,483,NA,NA,"Wood","Acantholimon raddeanum"
"493",143,"Iran","Baharkish",43,4,0,0.7595,20.5,144.5,7.5,NA,NA,NA,33,84,NA,NA,"Grass","Poa bulbosa"
"494",143,"Iran","Baharkish",43,4,0,0.7595,13,71,4.6,NA,NA,NA,47,2088,NA,NA,"Wood","Lactuca orientalis"
"495",144,"Iran","Darkesh",44,1,3,0.7986,5,9,6,NA,NA,NA,68,2295,NA,NA,"Herb","Silene sp."
"496",144,"Iran","Darkesh",44,1,3,0.7986,7,63,2.605,452.5,0.357142857,1.13125,45,144,NA,NA,"Herb","Hypericum scabrum"
"497",144,"Iran","Darkesh",44,1,3,0.7986,2,12,2.25,NA,NA,NA,17,15,NA,NA,"Herb","Dracocephalum kotschyi"
"498",144,"Iran","Darkesh",44,1,3,0.7986,1,4,10,NA,NA,NA,12,32,NA,NA,"Grass","Cleistogenes serotina"
"499",144,"Iran","Darkesh",44,1,3,0.7986,50,197,3.625,NA,NA,NA,60,1763,NA,NA,"Herb","Anthemis triumfetti"
"500",144,"Iran","Darkesh",44,1,3,0.7986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Cirsium sp."
"501",144,"Iran","Darkesh",44,1,3,0.7986,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Allium fibrosum"
"502",144,"Iran","Darkesh",44,1,3,0.7986,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Thymus transcaspicus"
"503",144,"Iran","Darkesh",44,1,3,0.7986,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Echinops koelzii"
"504",144,"Iran","Darkesh",44,1,3,0.7986,84,766,4.166666667,NA,NA,NA,60,6132,NA,NA,"Herb","Centaurea virgata"
"505",144,"Iran","Darkesh",44,1,3,0.7986,8,34,3,NA,NA,NA,60,1200,NA,NA,"Herb","Ziziphora clinopodioides"
"506",144,"Iran","Darkesh",44,1,3,0.7986,138,407,0.75,NA,NA,NA,100,10000,NA,NA,"Wood","Cotoneaster nummularius"
"507",144,"Iran","Darkesh",44,1,3,0.7986,5,38,1.5,NA,NA,NA,12,180,NA,NA,"Herb","Teucrium polium"
"508",144,"Iran","Darkesh",44,1,3,0.7986,3,32,6.716666667,52.63665595,0.634693878,0.272833333,40,306,2.130492279,38.91433068,"Grass","Poa bulbosa"
"509",144,"Iran","Darkesh",44,1,3,0.7986,65,219,11.66666667,NA,0.501759678,NA,80,1066,NA,NA,"Grass","Bothriochloa ischaemum"
"510",144,"Iran","Darkesh",44,1,3,0.7986,260,3198,12.75,NA,NA,NA,350,22500,NA,NA,"Wood","Quercus castaneifolia"
"511",144,"Iran","Darkesh",44,1,3,0.7986,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Vincetoxicum scandens"
"512",144,"Iran","Darkesh",44,1,3,0.7986,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Alyssopsis mollis"
"513",144,"Iran","Darkesh",44,1,3,0.7986,16,110.5,5.083333333,NA,NA,NA,8,221,NA,NA,"Herb","Astragalus jolderensis"
"514",144,"Iran","Darkesh",44,1,3,0.7986,1.5,18.5,1.5,NA,NA,NA,26,40,NA,NA,"Herb","Galium verum"
"515",144,"Iran","Darkesh",44,1,3,0.7986,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Tragopogon vvedenskyi"
"516",144,"Iran","Darkesh",44,1,3,0.7986,1,110,23,NA,NA,NA,12,240,NA,NA,"Herb","Verbascum cheiranthifolium"
"517",144,"Iran","Darkesh",44,1,3,0.7986,26,70,2.37875,158.4890656,0.292271935,3.986,20,651,2.082654313,41.37458921,"Herb","Scabiosa columbaria"
"518",144,"Iran","Darkesh",44,1,3,0.7986,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Melica ciliata"
"519",144,"Iran","Darkesh",44,1,3,0.7986,22,127,20.33333333,NA,NA,NA,95,3120,NA,NA,"Grass","Dactylis glomerata"
"520",144,"Iran","Darkesh",44,1,3,0.7986,33,401,17.25,NA,NA,NA,105,775,NA,NA,"Grass","Stipa bromoides"
"521",144,"Iran","Darkesh",44,1,3,0.7986,1,NA,0.96,283.5795455,0.4,0.4991,4,24,NA,NA,"Herb","Euphorbia falcata"
"522",144,"Iran","Darkesh",44,1,3,0.7986,25,NA,15,NA,NA,NA,92,738,NA,NA,"Grass","Stipa arabica"
"523",144,"Iran","Darkesh",44,1,3,0.7986,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Agropyron cristatum"
"524",145,"Iran","Darkesh",44,2,2,0.7968,2,NA,13,233.3093525,0.34601707,11.3505,72,20,NA,NA,"Grass","Elymus repens"
"525",145,"Iran","Darkesh",44,2,2,0.7968,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Thymus transcaspicus"
"526",145,"Iran","Darkesh",44,2,2,0.7968,1,15,2,NA,NA,NA,22,96,NA,NA,"Herb","Hypericum scabrum"
"527",145,"Iran","Darkesh",44,2,2,0.7968,2,13,2.17,129.3538462,0.333333333,1.401333333,9,187,NA,NA,"Herb","Dracocephalum kotschyi"
"528",145,"Iran","Darkesh",44,2,2,0.7968,605,3336,14.2175,168.3848998,0.516119313,21.63325,650,22500,2.078796555,42.69694198,"Wood","Quercus castaneifolia"
"529",145,"Iran","Darkesh",44,2,2,0.7968,11,81,3.5,NA,NA,NA,83,2747,NA,NA,"Wood","Crataegus microphylla"
"530",145,"Iran","Darkesh",44,2,2,0.7968,15,59,6.5,NA,NA,NA,7,728,NA,NA,"Grass","Cleistogenes serotina"
"531",145,"Iran","Darkesh",44,2,2,0.7968,3,10,3.5,176.4142395,0.313069909,6.814,8,192,1.342397705,29.92055699,"Herb","Viola odorata"
"532",145,"Iran","Darkesh",44,2,2,0.7968,16,483,2.5,41.96620584,0.642645607,0.118782609,42,6478,0.967468006,45.31769547,"Wood","Juniperus communis"
"533",145,"Iran","Darkesh",44,2,2,0.7968,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Amygdalus spinosissima"
"534",145,"Iran","Darkesh",44,2,2,0.7968,3,10,1.833333333,NA,NA,NA,33,143,NA,NA,"Herb","Galium verum"
"535",145,"Iran","Darkesh",44,2,2,0.7968,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Carex halleriana"
"536",145,"Iran","Darkesh",44,2,2,0.7968,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Agropyron cristatum"
"537",145,"Iran","Darkesh",44,2,2,0.7968,23.5,116.5,0.9375,340.7627119,0.207381371,0.182772727,8,400,2.248479169,40.70356953,"Herb","Fumana procumbens"
"538",145,"Iran","Darkesh",44,2,2,0.7968,15,43,13,NA,0.44719042,NA,65,644,NA,NA,"Herb","Echinops koelzii"
"539",145,"Iran","Darkesh",44,2,2,0.7968,1,1,8.44,634.9032258,0.254515599,4.9205,5,60,NA,NA,"Herb","Convolvulus lineatus"
"540",145,"Iran","Darkesh",44,2,2,0.7968,8,21,5,NA,0.327421555,NA,22,100,1.375955575,39.58108482,"Herb","Vincetoxicum scandens"
"541",145,"Iran","Darkesh",44,2,2,0.7968,35,91,12.89,83.72013652,0.589240825,2.453,85,120,NA,NA,"Grass","Bothriochloa ischaemum"
"542",145,"Iran","Darkesh",44,2,2,0.7968,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Stachys subaphylla"
"543",145,"Iran","Darkesh",44,2,2,0.7968,1,2,0.5,NA,NA,NA,6,8,NA,NA,"Herb","Euphorbia falcata"
"544",145,"Iran","Darkesh",44,2,2,0.7968,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Rhamnus pallasii"
"545",145,"Iran","Darkesh",44,2,2,0.7968,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Silene sp."
"546",145,"Iran","Darkesh",44,2,2,0.7968,65.5,421.5,22.2,53.04304221,0.390757675,15.8665,30,3600,1.128983509,39.63320663,"Herb","Verbascum cheiranthifolium"
"547",145,"Iran","Darkesh",44,2,2,0.7968,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Allium fibrosum"
"548",145,"Iran","Darkesh",44,2,2,0.7968,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Rosa canina"
"549",145,"Iran","Darkesh",44,2,2,0.7968,14,48,1.253333333,84.87730061,0.587387387,0.230583333,35,1225,1.520637344,39.85231553,"Herb","Ziziphora clinopodioides"
"550",145,"Iran","Darkesh",44,2,2,0.7968,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Cerasus microcarpa"
"551",145,"Iran","Darkesh",44,2,2,0.7968,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Bufonia oliveriana"
"552",145,"Iran","Darkesh",44,2,2,0.7968,81.5,848.5,20.15384615,NA,NA,NA,105,2346,NA,NA,"Grass","Stipa bromoides"
"553",145,"Iran","Darkesh",44,2,2,0.7968,1,NA,9.76,328.0838574,0.109655172,19.562,94,110,NA,NA,"Herb","Rumex tuberosus"
"554",145,"Iran","Darkesh",44,2,2,0.7968,35,130,9.455,23.80830343,0.495680894,1.16125,63,4032,NA,NA,"Wood","Paliurus spina-christi"
"555",145,"Iran","Darkesh",44,2,2,0.7968,2,2,5,NA,NA,NA,20,144,NA,NA,"Grass","Poa bulbosa"
"556",145,"Iran","Darkesh",44,2,2,0.7968,10,NA,4.895,89.62199313,0.341499193,5.216,15,165,2.045147434,37.77307341,"Herb","Astragalus jolderensis"
"557",145,"Iran","Darkesh",44,2,2,0.7968,8,126,5.666666667,75.81911263,0.605997932,0.8886,28,800,1.863709582,30.96938309,"Herb","Centaurea virgata"
"558",145,"Iran","Darkesh",44,2,2,0.7968,15,167,18.375,NA,NA,NA,95,1650,NA,NA,"Grass","Dactylis glomerata"
"559",145,"Iran","Darkesh",44,2,2,0.7968,123,677,2.357142857,NA,NA,NA,126,9792,NA,NA,"Wood","Cotoneaster nummularius"
"560",145,"Iran","Darkesh",44,2,2,0.7968,42,75,1.625,NA,NA,NA,21,1280,NA,NA,"Herb","Teucrium polium"
"561",145,"Iran","Darkesh",44,2,2,0.7968,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Leontodon asperrimus"
"562",146,"Iran","Darkesh",44,4,0,0.7968,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Iris songarica"
"563",146,"Iran","Darkesh",44,4,0,0.7968,50,7,7.46,NA,NA,8.707175,80,8100,NA,NA,"Herb","Hypericum scabrum"
"564",146,"Iran","Darkesh",44,4,0,0.7968,16,96,1.25,NA,NA,NA,25,200,NA,NA,"Herb","Dracocephalum kotschyi"
"565",146,"Iran","Darkesh",44,4,0,0.7968,2,9,1.5,250.625,0.727272727,0.066833333,45,30,NA,NA,"Herb","Polygonum aviculare"
"566",146,"Iran","Darkesh",44,4,0,0.7968,90,482,4.5,NA,NA,NA,230,22500,NA,NA,"Wood","Crataegus microphylla"
"567",146,"Iran","Darkesh",44,4,0,0.7968,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Stachys subaphylla"
"568",146,"Iran","Darkesh",44,4,0,0.7968,12,43,3.833333333,91.53297683,0.692592593,1.28375,70,120,NA,NA,"Herb","Anthemis triumfetti"
"569",146,"Iran","Darkesh",44,4,0,0.7968,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Cirsium sp."
"570",146,"Iran","Darkesh",44,4,0,0.7968,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Sanguisorba minor"
"571",146,"Iran","Darkesh",44,4,0,0.7968,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Rosa canina"
"572",146,"Iran","Darkesh",44,4,0,0.7968,165,1036,12,NA,NA,NA,1200,22500,NA,NA,"Wood","Quercus castaneifolia"
