"","formula"
"262","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"263","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+(1|site_ID)"
"264","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FDiv+(1|site_ID)"
"265","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"266","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+(1|site_ID)"
"267","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"268","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"269","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"270","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"271","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"272","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+(1|site_ID)"
"273","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FRic+(1|site_ID)"
"274","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FEve+(1|site_ID)"
"275","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+FRic:FEve+(1|site_ID)"
"276","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FRic+(1|site_ID)"
"277","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FEve+(1|site_ID)"
"278","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+FRic:FEve+(1|site_ID)"
"279","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+aridity:FRic+aridity:FEve+(1|site_ID)"
"280","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+aridity:FRic+FRic:FEve+(1|site_ID)"
"281","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+aridity:FEve+FRic:FEve+(1|site_ID)"
"282","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FRic+(1|site_ID)"
"283","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FEve+(1|site_ID)"
"284","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+FRic:FEve+(1|site_ID)"
"285","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+aridity:FRic+aridity:FEve+(1|site_ID)"
"286","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+aridity:FRic+FRic:FEve+(1|site_ID)"
"287","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"288","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"289","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"290","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"291","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"292","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+(1|site_ID)"
"293","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FRic+(1|site_ID)"
"294","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FDiv+(1|site_ID)"
"295","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+FRic:FDiv+(1|site_ID)"
"296","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FRic+(1|site_ID)"
"297","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+(1|site_ID)"
"298","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+FRic:FDiv+(1|site_ID)"
"299","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+(1|site_ID)"
"300","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+aridity:FRic+FRic:FDiv+(1|site_ID)"
"301","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"302","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FRic+(1|site_ID)"
"303","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+(1|site_ID)"
"304","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+FRic:FDiv+(1|site_ID)"
"305","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+(1|site_ID)"
"306","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+aridity:FRic+FRic:FDiv+(1|site_ID)"
"307","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"308","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"309","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"310","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"311","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"312","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+(1|site_ID)"
"313","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+(1|site_ID)"
"314","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+(1|site_ID)"
"315","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+FEve:FDiv+(1|site_ID)"
"316","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+(1|site_ID)"
"317","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+(1|site_ID)"
"318","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+FEve:FDiv+(1|site_ID)"
"319","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+(1|site_ID)"
"320","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+aridity:FEve+FEve:FDiv+(1|site_ID)"
"321","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"322","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"323","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"324","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"325","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"326","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
"327","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"328","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"329","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"330","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"331","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"332","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+(1|site_ID)"
"333","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+(1|site_ID)"
"334","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FDiv+(1|site_ID)"
"335","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FEve:FDiv+(1|site_ID)"
"336","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+(1|site_ID)"
"337","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FDiv+(1|site_ID)"
"338","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FEve:FDiv+(1|site_ID)"
"339","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"340","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"341","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"342","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"343","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"344","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"345","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"346","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"347","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"348","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"349","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"350","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"351","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"352","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"353","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"354","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"355","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"356","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"357","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"358","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"359","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"360","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"361","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"362","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"363","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"364","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"365","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"366","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"367","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"368","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"369","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"370","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"371","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"372","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+(1|site_ID)"
"373","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+(1|site_ID)"
"374","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+(1|site_ID)"
"375","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FEve+(1|site_ID)"
"376","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FDiv+(1|site_ID)"
"377","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FRic:FEve+(1|site_ID)"
"378","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FRic:FDiv+(1|site_ID)"
"379","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FEve:FDiv+(1|site_ID)"
"380","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+(1|site_ID)"
"381","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+(1|site_ID)"
"382","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+(1|site_ID)"
"383","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+(1|site_ID)"
"384","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FRic:FEve+(1|site_ID)"
"385","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FRic:FDiv+(1|site_ID)"
"386","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FEve:FDiv+(1|site_ID)"
"387","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+(1|site_ID)"
"388","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+(1|site_ID)"
"389","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+(1|site_ID)"
"390","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FRic:FEve+(1|site_ID)"
"391","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FRic:FDiv+(1|site_ID)"
"392","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FEve:FDiv+(1|site_ID)"
"393","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FEve+(1|site_ID)"
"394","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+(1|site_ID)"
"395","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FRic:FEve+(1|site_ID)"
"396","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FRic:FDiv+(1|site_ID)"
"397","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FEve:FDiv+(1|site_ID)"
"398","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+(1|site_ID)"
"399","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FRic:FEve+(1|site_ID)"
"400","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FRic:FDiv+(1|site_ID)"
"401","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FEve:FDiv+(1|site_ID)"
"402","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FRic:FEve+(1|site_ID)"
"403","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"404","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"405","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+FRic:FEve+FRic:FDiv+(1|site_ID)"
"406","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+FRic:FEve+FEve:FDiv+(1|site_ID)"
"407","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"408","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+(1|site_ID)"
"409","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+(1|site_ID)"
"410","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FEve+(1|site_ID)"
"411","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FDiv+(1|site_ID)"
"412","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+(1|site_ID)"
"413","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FDiv+(1|site_ID)"
"414","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FEve:FDiv+(1|site_ID)"
"415","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+(1|site_ID)"
"416","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FEve+(1|site_ID)"
"417","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+(1|site_ID)"
"418","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+(1|site_ID)"
"419","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FDiv+(1|site_ID)"
"420","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FEve:FDiv+(1|site_ID)"
"421","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FEve+(1|site_ID)"
"422","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+(1|site_ID)"
"423","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FRic:FEve+(1|site_ID)"
"424","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FRic:FDiv+(1|site_ID)"
"425","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FEve:FDiv+(1|site_ID)"
"426","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"427","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"428","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"429","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"430","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"431","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"432","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"433","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"434","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"435","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"436","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+(1|site_ID)"
"437","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"438","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"439","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"440","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"441","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"442","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"443","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FDiv+(1|site_ID)"
"444","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"445","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FRic:FDiv+(1|site_ID)"
"446","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FEve:FDiv+(1|site_ID)"
"447","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"448","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"449","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FRic:FDiv+(1|site_ID)"
"450","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
"451","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"452","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"453","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"454","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"455","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"456","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"457","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FEve+(1|site_ID)"
"458","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"459","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FRic:FEve+(1|site_ID)"
"460","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"461","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FEve:FDiv+(1|site_ID)"
"462","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"463","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FRic:FEve+(1|site_ID)"
"464","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FRic:FDiv+(1|site_ID)"
"465","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
