"","ID","replicate","taxon","position"
"4142","21","69",NA,"both"
"4143","21","70","Larrea divaricata","nurse_species"
"4144","21","70","Acantholippia seriphioides","nurse_only"
"4145","21","70","Baccharis gilliesii","nurse_only"
"4146","21","70","Nassella tenuis","nurse_only"
"4147","21","70",NA,"bare_only"
"4148","21","70",NA,"both"
"4149","21","71","Larrea divaricata","nurse_species"
"4150","21","71","Nassella tenuis","nurse_only"
"4151","21","71","Baccharis gilliesii","nurse_only"
"4152","21","71",NA,"bare_only"
"4153","21","71",NA,"both"
"4154","21","72","Larrea divaricata","nurse_species"
"4155","21","72","Acantholippia seriphioides","nurse_only"
"4156","21","72","Nassella tenuis","nurse_only"
"4157","21","72","Junellia seriphioides","nurse_only"
"4158","21","72",NA,"bare_only"
"4159","21","72",NA,"both"
"4160","21","73","Larrea divaricata","nurse_species"
"4161","21","73",NA,"nurse_only"
"4162","21","73","Nassella tenuis","bare_only"
"4163","21","73","Acantholippia seriphioides","bare_only"
"4164","21","73","Boopis anthemoides","both"
"4165","21","73","Baccharis gilliesii","both"
"4166","21","74","Larrea divaricata","nurse_species"
"4167","21","74","Nassella tenuis","nurse_only"
"4168","21","74","Lycium chilense","nurse_only"
"4169","21","74","Nassella tenuis","bare_only"
"4170","21","74","Acantholippia seriphioides","both"
"4171","21","75","Larrea divaricata","nurse_species"
"4172","21","75","Junellia seriphioides","nurse_only"
"4173","21","75","Nassella tenuis","nurse_only"
"4174","21","75",NA,"bare_only"
"4175","21","75",NA,"both"
"4176","40","1","Maireana pyramidata","nurse_species"
"4177","40","1","Maireana turbinata","nurse_only"
"4178","40","1","Minuria cunninghamii","nurse_only"
"4179","40","1","Sclerolaena brachyptera","nurse_only"
"4180","40","1","Sclerolaena ventricosa","nurse_only"
"4181","40","1","Lotus cruentus","nurse_only"
"4182","40","1","Sclerolaena brachyptera","bare_only"
"4183","40","1","Lotus cruentus","bare_only"
"4184","40","1",NA,"both"
"4185","40","2","Maireana pyramidata","nurse_species"
"4186","40","2","Sida corrugata","nurse_only"
"4187","40","2","Lotus cruentus","nurse_only"
"4188","40","2","Sclerolaena brachyptera","nurse_only"
"4189","40","2","Sclerolaena ventricosa","nurse_only"
"4190","40","2","Sclerolaena divaricata","nurse_only"
"4191","40","2","Lotus cruentus","bare_only"
"4192","40","2",NA,"both"
"4193","40","3","Maireana pyramidata","nurse_species"
"4194","40","3","Maireana turbinata","nurse_only"
"4195","40","3","Sclerolaena divaricata","nurse_only"
"4196","40","3","Sclerolaena ventricosa","nurse_only"
"4197","40","3","Sclerolaena brachyptera","bare_only"
"4198","40","3","Sclerolaena brachyptera","bare_only"
"4199","40","3","Lotus cruentus","both"
"4200","40","4","Maireana pyramidata","nurse_species"
"4201","40","4","Minuria cunninghamii","nurse_only"
"4202","40","4","Sclerolaena divaricata","nurse_only"
"4203","40","4","Sclerolaena ventricosa","bare_only"
"4204","40","4","Sclerolaena brachyptera","bare_only"
"4205","40","4","Lotus cruentus","both"
"4206","40","5","Maireana pyramidata","nurse_species"
"4207","40","5","Sclerolaena ventricosa","nurse_only"
"4208","40","5","Maireana turbinata","nurse_only"
"4209","40","5","Sclerolaena brachyptera","bare_only"
"4210","40","5","Lotus cruentus","bare_only"
"4211","40","5",NA,"both"
"4212","40","6","Maireana pyramidata","nurse_species"
"4213","40","6","Sclerolaena brachyptera","nurse_only"
"4214","40","6","Sclerolaena brachyptera","bare_only"
"4215","40","6","Lotus cruentus","both"
"4216","40","6","Sida fibulifera","both"
"4217","40","7","Maireana pyramidata","nurse_species"
"4218","40","7",NA,"nurse_only"
"4219","40","7","Lotus cruentus","bare_only"
"4220","40","7","Sclerolaena brachyptera","both"
"4221","40","8","Maireana pyramidata","nurse_species"
"4222","40","8","Maireana turbinata","nurse_only"
"4223","40","8","Lotus cruentus","nurse_only"
"4224","40","8","Sclerolaena divaricata","nurse_only"
"4225","40","8","Sclerolaena brachyptera","bare_only"
"4226","40","8",NA,"both"
"4227","40","9","Maireana pyramidata","nurse_species"
"4228","40","9","Maireana turbinata","nurse_only"
"4229","40","9","Lotus cruentus","nurse_only"
"4230","40","9","Sida corrugata","nurse_only"
"4231","40","9","Sclerolaena ventricosa","bare_only"
"4232","40","9",NA,"both"
"4233","40","10","Maireana pyramidata","nurse_species"
"4234","40","10",NA,"nurse_only"
"4235","40","10","Sclerolaena ventricosa","bare_only"
"4236","40","10","Lotus cruentus","both"
"4237","40","11","Maireana pyramidata","nurse_species"
"4238","40","11","Sclerolaena ventricosa","nurse_only"
"4239","40","11","Lotus cruentus","bare_only"
"4240","40","11","Sida fibulifera","bare_only"
"4241","40","11",NA,"both"
"4242","40","12","Maireana pyramidata","nurse_species"
"4243","40","12","Maireana turbinata","nurse_only"
"4244","40","12","Minuria cunninghamii","nurse_only"
"4245","40","12","Lotus cruentus","nurse_only"
"4246","40","12","Sclerolaena divaricata","nurse_only"
"4247","40","12","Sclerolaena brachyptera","nurse_only"
"4248","40","12","Lotus cruentus","bare_only"
"4249","40","12","Sida fibulifera","bare_only"
"4250","40","12",NA,"both"
"4251","40","13","Maireana pyramidata","nurse_species"
"4252","40","13","Atriplex vesicaria","nurse_only"
"4253","40","13","Minuria cunninghamii","nurse_only"
"4254","40","13","Sclerolaena brachyptera","nurse_only"
"4255","40","13","Lotus cruentus","nurse_only"
"4256","40","13","Lotus cruentus","bare_only"
"4257","40","13","Sclerolaena brachyptera","bare_only"
"4258","40","13",NA,"both"
"4259","40","14","Maireana pyramidata","nurse_species"
"4260","40","14","Minuria cunninghamii","nurse_only"
"4261","40","14","Sclerolaena brachyptera","bare_only"
"4262","40","14","Lotus cruentus","both"
"4263","40","15","Maireana pyramidata","nurse_species"
"4264","40","15","Atriplex vesicaria","nurse_only"
"4265","40","15","Sida fibulifera","nurse_only"
"4266","40","15","Minuria cunninghamii","nurse_only"
"4267","40","15","Sclerolaena brachyptera","bare_only"
"4268","40","15","Lotus cruentus","both"
"4269","40","16","Maireana pyramidata","nurse_species"
"4270","40","16",NA,"nurse_only"
"4271","40","16","Lotus cruentus","bare_only"
"4272","40","16","Sclerolaena brachyptera","both"
"4273","40","17","Maireana pyramidata","nurse_species"
"4274","40","17","Minuria cunninghamii","nurse_only"
"4275","40","17","Lotus cruentus","nurse_only"
"4276","40","17","Sclerolaena brachyptera","nurse_only"
"4277","40","17","Lotus cruentus","bare_only"
"4278","40","17",NA,"both"
"4279","40","18","Maireana pyramidata","nurse_species"
"4280","40","18","Minuria cunninghamii","nurse_only"
"4281","40","18","Maireana turbinata","nurse_only"
"4282","40","18","Lotus cruentus","nurse_only"
"4283","40","18","Sclerolaena ventricosa","bare_only"
"4284","40","18","Lotus cruentus","bare_only"
"4285","40","18","Sclerolaena brachyptera","both"
"4286","40","19","Maireana pyramidata","nurse_species"
"4287","40","19","Minuria cunninghamii","nurse_only"
"4288","40","19","Lotus cruentus","nurse_only"
"4289","40","19","Sclerolaena ventricosa","nurse_only"
"4290","40","19","Maireana turbinata","nurse_only"
"4291","40","19","Sida fibulifera","bare_only"
"4292","40","19","Eragrostis dielsii","bare_only"
"4293","40","19",NA,"both"
"4294","40","20","Maireana pyramidata","nurse_species"
"4295","40","20","Minuria cunninghamii","nurse_only"
"4296","40","20","Sclerolaena divaricata","bare_only"
"4297","40","20","Lotus cruentus","both"
"4298","40","20","Sclerolaena brachyptera","both"
"4299","40","21","Maireana pyramidata","nurse_species"
"4300","40","21","Minuria cunninghamii","nurse_only"
"4301","40","21","Lotus cruentus","nurse_only"
"4302","40","21","Sclerolaena brachyptera","bare_only"
"4303","40","21","Sclerolaena divaricata","bare_only"
"4304","40","21",NA,"both"
"4305","40","22","Maireana pyramidata","nurse_species"
"4306","40","22","Minuria leptophylla","nurse_only"
"4307","40","22","Maireana pyramidata","nurse_only"
"4308","40","22","Maireana turbinata","nurse_only"
"4309","40","22","Lotus cruentus","bare_only"
"4310","40","22","Sclerolaena ventricosa","bare_only"
"4311","40","22","Sclerolaena brachyptera","both"
"4312","40","23","Maireana pyramidata","nurse_species"
"4313","40","23","Minuria leptophylla","nurse_only"
"4314","40","23","Lotus cruentus","nurse_only"
"4315","40","23",NA,"bare_only"
"4316","40","23",NA,"both"
"4317","40","24","Maireana pyramidata","nurse_species"
"4318","40","24",NA,"nurse_only"
"4319","40","24","Lotus cruentus","bare_only"
"4320","40","24","Sclerolaena ventricosa","both"
"4321","40","25","Maireana pyramidata","nurse_species"
"4322","40","25","Sida fibulifera","nurse_only"
"4323","40","25","Sclerolaena brachyptera","nurse_only"
"4324","40","25","Sclerolaena ventricosa","nurse_only"
"4325","40","25","Maireana turbinata","nurse_only"
"4326","40","25","Sclerolaena brachyptera","bare_only"
"4327","40","25","Lotus cruentus","both"
"4328","41","1","Maireana pyramidata","nurse_species"
"4329","41","1","Austrostipa scabra","nurse_only"
"4330","41","1","Sclerolaena patenticuspis","nurse_only"
"4331","41","1","Enneapogon avenaceus","bare_only"
"4332","41","1",NA,"both"
"4333","41","2","Maireana pyramidata","nurse_species"
"4334","41","2","Sclerolaena obliquicuspis","nurse_only"
"4335","41","2","Enneapogon avenaceus","bare_only"
"4336","41","2","Austrostipa scabra","both"
"4337","41","3","Maireana pyramidata","nurse_species"
"4338","41","3",NA,"nurse_only"
"4339","41","3",NA,"bare_only"
"4340","41","3","Austrostipa scabra","both"
"4341","41","3","Sclerolaena obliquicuspis","both"
"4342","41","4","Maireana pyramidata","nurse_species"
"4343","41","4","Sclerolaena obliquicuspis","nurse_only"
"4344","41","4","Austrostipa scabra","nurse_only"
"4345","41","4","Austrostipa scabra","bare_only"
"4346","41","4",NA,"both"
"4347","41","5","Maireana pyramidata","nurse_species"
"4348","41","5",NA,"nurse_only"
"4349","41","5","Austrostipa scabra","bare_only"
"4350","41","5","Enneapogon avenaceus","both"
"4351","41","6","Maireana pyramidata","nurse_species"
"4352","41","6","Sclerolaena obliquicuspis","nurse_only"
"4353","41","6","Sclerolaena patenticuspis","bare_only"
"4354","41","6","Austrostipa scabra","both"
"4355","41","7","Maireana pyramidata","nurse_species"
"4356","41","7","Sclerolaena patenticuspis","nurse_only"
"4357","41","7","Sclerolaena obliquicuspis","nurse_only"
"4358","41","7","Sclerolaena obliquicuspis","bare_only"
"4359","41","7","Enneapogon avenaceus","both"
"4360","41","7","Austrostipa scabra","both"
"4361","41","8","Maireana pyramidata","nurse_species"
"4362","41","8","Solanum quadriloculatum","nurse_only"
"4363","41","8","Sclerolaena obliquicuspis","nurse_only"
"4364","41","8","Austrostipa scabra","nurse_only"
"4365","41","8","Austrostipa scabra","bare_only"
"4366","41","8","Sclerolaena patenticuspis","bare_only"
"4367","41","8",NA,"both"
"4368","41","9","Maireana pyramidata","nurse_species"
"4369","41","9","Sclerolaena obliquicuspis","nurse_only"
"4370","41","9","Enneapogon avenaceus","bare_only"
"4371","41","9","Sclerolaena patenticuspis","both"
"4372","41","9","Austrostipa scabra","both"
"4373","41","10","Maireana pyramidata","nurse_species"
"4374","41","10",NA,"nurse_only"
"4375","41","10","Austrostipa scabra","bare_only"
"4376","41","10","Sclerolaena patenticuspis","both"
"4377","41","11","Maireana pyramidata","nurse_species"
"4378","41","11",NA,"nurse_only"
"4379","41","11",NA,"bare_only"
"4380","41","11","Austrostipa scabra","both"
"4381","41","12","Maireana pyramidata","nurse_species"
"4382","41","12","Sclerolaena patenticuspis","nurse_only"
"4383","41","12","Enneapogon avenaceus","nurse_only"
"4384","41","12","Sclerolaena obliquicuspis","bare_only"
"4385","41","12","Austrostipa scabra","both"
"4386","41","13","Maireana pyramidata","nurse_species"
"4387","41","13","Sclerolaena obliquicuspis","nurse_only"
"4388","41","13","Sclerolaena patenticuspis","bare_only"
"4389","41","13","Austrostipa scabra","both"
"4390","41","14","Maireana pyramidata","nurse_species"
"4391","41","14","Sclerolaena patenticuspis","nurse_only"
"4392","41","14","Sclerolaena patenticuspis","bare_only"
"4393","41","14","Enneapogon avenaceus","both"
"4394","41","14","Austrostipa scabra","both"
"4395","41","15","Maireana pyramidata","nurse_species"
"4396","41","15","Enneapogon avenaceus","nurse_only"
"4397","41","15","Enneapogon avenaceus","bare_only"
"4398","41","15","Austrostipa scabra","both"
"4399","41","15","Sclerolaena patenticuspis","both"
"4400","41","16","Maireana pyramidata","nurse_species"
"4401","41","16","Austrostipa scabra","nurse_only"
"4402","41","16","Enneapogon avenaceus","bare_only"
"4403","41","16","Sclerolaena obliquicuspis","both"
"4404","41","17","Maireana pyramidata","nurse_species"
"4405","41","17","Enneapogon avenaceus","nurse_only"
"4406","41","17","Sclerolaena obliquicuspis","nurse_only"
"4407","41","17","Sclerolaena patenticuspis","bare_only"
"4408","41","17",NA,"both"
"4409","41","18","Maireana pyramidata","nurse_species"
"4410","41","18","Sclerolaena obliquicuspis","nurse_only"
"4411","41","18","Sclerolaena patenticuspis","nurse_only"
"4412","41","18",NA,"bare_only"
"4413","41","18","Enneapogon avenaceus","both"
"4414","41","19","Maireana pyramidata","nurse_species"
"4415","41","19","Austrostipa scabra","nurse_only"
"4416","41","19","Sclerolaena patenticuspis","bare_only"
"4417","41","19",NA,"both"
"4418","41","20","Maireana pyramidata","nurse_species"
"4419","41","20",NA,"nurse_only"
"4420","41","20","Enneapogon avenaceus","bare_only"
"4421","41","20","Austrostipa scabra","both"
"4422","41","21","Maireana pyramidata","nurse_species"
"4423","41","21","Austrostipa scabra","nurse_only"
"4424","41","21","Sclerolaena patenticuspis","bare_only"
"4425","41","21",NA,"both"
"4426","41","22","Maireana pyramidata","nurse_species"
"4427","41","22","Austrostipa scabra","nurse_only"
"4428","41","22","Sclerolaena patenticuspis","bare_only"
"4429","41","22",NA,"both"
"4430","41","23","Maireana pyramidata","nurse_species"
"4431","41","23","Austrostipa scabra","nurse_only"
"4432","41","23","Sclerolaena patenticuspis","nurse_only"
"4433","41","23","Sclerolaena patenticuspis","bare_only"
"4434","41","23",NA,"both"
"4435","41","24","Maireana pyramidata","nurse_species"
"4436","41","24",NA,"nurse_only"
"4437","41","24","Austrostipa scabra","bare_only"
"4438","41","24","Enneapogon avenaceus","both"
"4439","41","25","Maireana pyramidata","nurse_species"
"4440","41","25","Sclerolaena obliquicuspis","nurse_only"
"4441","41","25","Austrostipa scabra","bare_only"
"4442","41","25","Sclerolaena patenticuspis","both"
"4443","42","1","Atriplex vesicaria","nurse_species"
"4444","42","1","Sida sp.","nurse_only"
"4445","42","1","Sclerolaena eriacantha","bare_only"
"4446","42","1","Sclerolaena brachyptera","both"
"4447","42","2","Atriplex vesicaria","nurse_species"
"4448","42","2",NA,"nurse_only"
"4449","42","2","Sida sp.","bare_only"
"4450","42","2","Lotus cruentus","both"
"4451","42","3","Atriplex vesicaria","nurse_species"
"4452","42","3","Sida sp.","nurse_only"
"4453","42","3","Sclerolaena brachyptera","bare_only"
"4454","42","3","Eragrostis setifolia","bare_only"
"4455","42","3","Sclerolaena lanicuspis","bare_only"
"4456","42","3","Lotus cruentus","both"
"4457","42","4","Atriplex vesicaria","nurse_species"
"4458","42","4","Atriplex vesicaria","nurse_only"
"4459","42","4",NA,"bare_only"
"4460","42","4","Sclerolaena brachyptera","both"
"4461","42","5","Atriplex vesicaria","nurse_species"
"4462","42","5",NA,"nurse_only"
"4463","42","5","Lotus cruentus","bare_only"
"4464","42","5","Eragrostis setifolia","both"
"4465","42","6","Atriplex vesicaria","nurse_species"
"4466","42","6",NA,"nurse_only"
"4467","42","6","Lotus cruentus","bare_only"
"4468","42","6","Eragrostis setifolia","bare_only"
"4469","42","6","Sclerolaena diacantha","bare_only"
"4470","42","6","Sclerolaena brachyptera","both"
"4471","42","7","Atriplex vesicaria","nurse_species"
"4472","42","7","Lotus cruentus","nurse_only"
"4473","42","7","Sclerolaena brachyptera","nurse_only"
"4474","42","7","Eragrostis setifolia","nurse_only"
"4475","42","7","Sclerolaena brachyptera","bare_only"
"4476","42","7",NA,"both"
"4477","42","8","Atriplex vesicaria","nurse_species"
"4478","42","8","Sclerolaena ventricosa","nurse_only"
"4479","42","8","Lotus cruentus","nurse_only"
"4480","42","8","Atriplex vesicaria","nurse_only"
"4481","42","8","Sclerolaena divaricata","bare_only"
"4482","42","8","Eragrostis setifolia","bare_only"
"4483","42","8","Sclerolaena brachyptera","both"
"4484","42","9","Atriplex vesicaria","nurse_species"
"4485","42","9",NA,"nurse_only"
"4486","42","9","Lotus cruentus","bare_only"
"4487","42","9","Sclerolaena ventricosa","bare_only"
"4488","42","9","Sclerolaena divaricata","bare_only"
"4489","42","9","Sclerolaena brachyptera","bare_only"
"4490","42","9","Atriplex vesicaria","both"
"4491","42","10","Atriplex vesicaria","nurse_species"
"4492","42","10","Sida sp.","nurse_only"
"4493","42","10","Sclerolaena ventricosa","bare_only"
"4494","42","10",NA,"both"
"4495","42","11","Atriplex vesicaria","nurse_species"
"4496","42","11",NA,"nurse_only"
"4497","42","11","Sclerolaena ventricosa","bare_only"
"4498","42","11","Sclerolaena divaricata","bare_only"
"4499","42","11","Sclerolaena brachyptera","both"
"4500","42","12","Atriplex vesicaria","nurse_species"
"4501","42","12","Lotus cruentus","nurse_only"
"4502","42","12","Sclerolaena brachyptera","bare_only"
"4503","42","12",NA,"both"
"4504","42","13","Atriplex vesicaria","nurse_species"
"4505","42","13",NA,"nurse_only"
"4506","42","13",NA,"bare_only"
"4507","42","13","Lotus cruentus","both"
"4508","42","13","Sclerolaena brachyptera","both"
"4509","42","14","Atriplex vesicaria","nurse_species"
"4510","42","14","Sida sp.","nurse_only"
"4511","42","14","Lotus cruentus","bare_only"
"4512","42","14","Maireana","bare_only"
"4513","42","14","Sclerolaena brachyptera","both"
"4514","42","15","Atriplex vesicaria","nurse_species"
"4515","42","15",NA,"nurse_only"
"4516","42","15","Austrodanthonia caespitosa","bare_only"
"4517","42","15","Austrostipa scabra","bare_only"
"4518","42","15","Sclerolaena brachyptera","both"
"4519","42","16","Atriplex vesicaria","nurse_species"
"4520","42","16","Sida sp.","nurse_only"
"4521","42","16","Eragrostis setifolia","nurse_only"
"4522","42","16","Sclerolaena divaricata","bare_only"
"4523","42","16","Sclerolaena brachyptera","bare_only"
"4524","42","16","Lotus cruentus","bare_only"
"4525","42","16",NA,"both"
"4526","42","17","Atriplex vesicaria","nurse_species"
"4527","42","17","Lotus cruentus","nurse_only"
"4528","42","17","Atriplex vesicaria","bare_only"
"4529","42","17","Sclerolaena brachyptera","bare_only"
"4530","42","17","Sclerolaena ventricosa","bare_only"
"4531","42","17",NA,"both"
"4532","42","18","Atriplex vesicaria","nurse_species"
"4533","42","18",NA,"nurse_only"
"4534","42","18","Lotus cruentus","bare_only"
"4535","42","18","Sclerolaena ventricosa","bare_only"
"4536","42","18","Sclerolaena brachyptera","both"
"4537","42","19","Atriplex vesicaria","nurse_species"
"4538","42","19",NA,"nurse_only"
"4539","42","19","Sclerolaena brachyptera","bare_only"
"4540","42","19","Lotus cruentus","bare_only"
"4541","42","19","Sclerolaena lanicuspis","both"
"4542","42","20","Atriplex vesicaria","nurse_species"
"4543","42","20","Eragrostis setifolia","nurse_only"
"4544","42","20","Austrodanthonia caespitosa","nurse_only"
"4545","42","20","Sclerolaena lanicuspis","bare_only"
"4546","42","20","Sclerolaena brachyptera","bare_only"
"4547","42","20","Lotus cruentus","bare_only"
"4548","42","20","Sclerolaena divaricata","bare_only"
"4549","42","20",NA,"both"
"4550","42","21","Atriplex vesicaria","nurse_species"
"4551","42","21","Sida sp.","nurse_only"
"4552","42","21","Atriplex vesicaria","bare_only"
"4553","42","21","Sclerolaena lanicuspis","bare_only"
"4554","42","21","Sclerolaena brachyptera","bare_only"
"4555","42","21","Lotus cruentus","bare_only"
"4556","42","21","Eragrostis setifolia","bare_only"
"4557","42","21",NA,"both"
"4558","42","22","Atriplex vesicaria","nurse_species"
"4559","42","22",NA,"nurse_only"
"4560","42","22","Sclerolaena lanicuspis","bare_only"
"4561","42","22","Sclerolaena divaricata","bare_only"
"4562","42","22","Sclerolaena brachyptera","both"
"4563","42","23","Atriplex vesicaria","nurse_species"
"4564","42","23","Sclerolaena ventricosa","nurse_only"
"4565","42","23","Eragrostis setifolia","bare_only"
"4566","42","23",NA,"both"
"4567","42","24","Atriplex vesicaria","nurse_species"
"4568","42","24","Lotus cruentus","nurse_only"
"4569","42","24","Sclerolaena brachyptera","bare_only"
"4570","42","24","Sclerolaena ventricosa","bare_only"
"4571","42","24",NA,"both"
"4572","42","25","Atriplex vesicaria","nurse_species"
"4573","42","25","Lotus cruentus","nurse_only"
"4574","42","25","Atriplex vesicaria","bare_only"
"4575","42","25","Lotus cruentus","bare_only"
"4576","42","25","Sclerolaena ventricosa","both"
"4577","42","25","Sclerolaena lanicuspis","both"
"4578","43","1","Atriplex vesicaria","nurse_species"
"4579","43","1","Minuria cunninghamii","nurse_only"
"4580","43","1","Sclerolaena diacantha","bare_only"
"4581","43","1","Sclerolaena brachyptera","bare_only"
"4582","43","1",NA,"both"
"4583","43","2","Atriplex vesicaria","nurse_species"
"4584","43","2","Minuria cunninghamii","nurse_only"
"4585","43","2","Enteropogon acicularis","bare_only"
"4586","43","2",NA,"both"
"4587","43","3","Atriplex vesicaria","nurse_species"
"4588","43","3","Atriplex vesicaria","nurse_only"
"4589","43","3","Sclerolaena brachyptera","bare_only"
"4590","43","3",NA,"both"
"4591","43","4","Atriplex vesicaria","nurse_species"
"4592","43","4","Enteropogon acicularis","nurse_only"
"4593","43","4","Sclerolaena brachyptera","bare_only"
"4594","43","4","Sclerolaena ventricosa","bare_only"
"4595","43","4",NA,"both"
"4596","43","5","Atriplex vesicaria","nurse_species"
"4597","43","5","Sclerolaena brachyptera","nurse_only"
"4598","43","5",NA,"bare_only"
"4599","43","5",NA,"both"
"4600","43","6","Atriplex vesicaria","nurse_species"
"4601","43","6","Sida sp.","nurse_only"
"4602","43","6","Eragrostis setifolia","bare_only"
"4603","43","6",NA,"both"
"4604","43","7","Atriplex vesicaria","nurse_species"
"4605","43","7","Atriplex vesicaria","nurse_only"
"4606","43","7","Sclerolaena diacantha","bare_only"
"4607","43","7","Eragrostis setifolia","bare_only"
"4608","43","7",NA,"both"
"4609","43","8","Atriplex vesicaria","nurse_species"
"4610","43","8","Atriplex vesicaria","nurse_only"
"4611","43","8",NA,"bare_only"
"4612","43","8","Enteropogon acicularis","both"
"4613","43","9","Atriplex vesicaria","nurse_species"
"4614","43","9",NA,"nurse_only"
"4615","43","9",NA,"bare_only"
"4616","43","9",NA,"both"
"4617","43","10","Atriplex vesicaria","nurse_species"
"4618","43","10",NA,"nurse_only"
"4619","43","10","Sclerolaena brachyptera","bare_only"
"4620","43","10",NA,"both"
"4621","43","11","Atriplex vesicaria","nurse_species"
"4622","43","11",NA,"nurse_only"
"4623","43","11","Atriplex vesicaria","bare_only"
"4624","43","11","Sclerolaena brachyptera","bare_only"
"4625","43","11","Sclerolaena diacantha","bare_only"
"4626","43","11","Sclerolaena ventricosa","bare_only"
"4627","43","11",NA,"both"
"4628","43","12","Atriplex vesicaria","nurse_species"
"4629","43","12","Atriplex vesicaria","nurse_only"
"4630","43","12","Sida sp.","nurse_only"
"4631","43","12","Sclerolaena brachyptera","nurse_only"
"4632","43","12","Sclerolaena diacantha","bare_only"
"4633","43","12","Minuria cunninghamii","both"
"4634","43","13","Atriplex vesicaria","nurse_species"
"4635","43","13","Atriplex vesicaria","nurse_only"
"4636","43","13","Sclerolaena brachyptera","bare_only"
"4637","43","13","Sclerolaena ventricosa","bare_only"
"4638","43","13",NA,"both"
"4639","43","14","Atriplex vesicaria","nurse_species"
"4640","43","14","Atriplex vesicaria","nurse_only"
"4641","43","14",NA,"bare_only"
"4642","43","14",NA,"both"
"4643","43","15","Atriplex vesicaria","nurse_species"
"4644","43","15","Sclerolaena ventricosa","nurse_only"
"4645","43","15","Sida sp.","bare_only"
"4646","43","15",NA,"both"
"4647","43","16","Atriplex vesicaria","nurse_species"
"4648","43","16","Atriplex vesicaria","nurse_only"
"4649","43","16","Eragrostis setifolia","bare_only"
"4650","43","16",NA,"both"
"4651","43","17","Atriplex vesicaria","nurse_species"
"4652","43","17",NA,"nurse_only"
"4653","43","17",NA,"bare_only"
"4654","43","17","Tripogon loliiformis","both"
"4655","43","18","Atriplex vesicaria","nurse_species"
"4656","43","18",NA,"nurse_only"
"4657","43","18","Enteropogon acicularis","bare_only"
"4658","43","18","Sclerolaena diacantha","bare_only"
"4659","43","18",NA,"both"
"4660","43","19","Atriplex vesicaria","nurse_species"
"4661","43","19","Atriplex vesicaria","nurse_only"
"4662","43","19","Sclerolaena brachyptera","bare_only"
"4663","43","19",NA,"both"
"4664","43","20","Atriplex vesicaria","nurse_species"
"4665","43","20","Atriplex vesicaria","nurse_only"
"4666","43","20","Sclerolaena brachyptera","bare_only"
"4667","43","20","Enteropogon acicularis","bare_only"
"4668","43","20","Sida sp.","both"
"4669","43","21","Atriplex vesicaria","nurse_species"
"4670","43","21","Minuria cunninghamii","nurse_only"
"4671","43","21","Tripogon loliiformis","nurse_only"
"4672","43","21","Tripogon loliiformis","bare_only"
"4673","43","21",NA,"both"
"4674","43","22","Atriplex vesicaria","nurse_species"
"4675","43","22","Atriplex vesicaria","nurse_only"
"4676","43","22","Sclerolaena ventricosa","bare_only"
"4677","43","22","Tripogon loliiformis","bare_only"
"4678","43","22","Enteropogon acicularis","bare_only"
"4679","43","22",NA,"both"
"4680","43","23","Atriplex vesicaria","nurse_species"
"4681","43","23","Atriplex vesicaria","nurse_only"
"4682","43","23","Eragrostis setifolia","nurse_only"
"4683","43","23","Sclerolaena ventricosa","bare_only"
"4684","43","23","Sida sp.","bare_only"
"4685","43","23",NA,"both"
"4686","43","24","Atriplex vesicaria","nurse_species"
"4687","43","24","Enteropogon acicularis","nurse_only"
"4688","43","24","Atriplex vesicaria","nurse_only"
"4689","43","24","Maireana turbinata","nurse_only"
"4690","43","24","Sclerolaena ventricosa","bare_only"
"4691","43","24","Eragrostis setifolia","bare_only"
"4692","43","24",NA,"both"
"4693","43","25","Atriplex vesicaria","nurse_species"
"4694","43","25","Atriplex vesicaria","nurse_only"
"4695","43","25","Sclerolaena brachyptera","bare_only"
"4696","43","25","Sclerolaena ventricosa","bare_only"
"4697","43","25","Eragrostis setifolia","bare_only"
"4698","43","25",NA,"both"
"4699","44","1","Maireana aphylla","nurse_species"
"4700","44","1",NA,"nurse_only"
"4701","44","1",NA,"bare_only"
"4702","44","1",NA,"both"
"4703","44","2","Maireana aphylla","nurse_species"
"4704","44","2",NA,"nurse_only"
"4705","44","2",NA,"bare_only"
"4706","44","2",NA,"both"
"4707","44","3","Maireana aphylla","nurse_species"
"4708","44","3",NA,"nurse_only"
"4709","44","3",NA,"bare_only"
"4710","44","3",NA,"both"
"4711","44","4","Maireana aphylla","nurse_species"
"4712","44","4",NA,"nurse_only"
"4713","44","4",NA,"bare_only"
"4714","44","4",NA,"both"
"4715","44","5","Maireana aphylla","nurse_species"
"4716","44","5",NA,"nurse_only"
"4717","44","5",NA,"bare_only"
"4718","44","5",NA,"both"
"4719","44","6","Maireana aphylla","nurse_species"
"4720","44","6",NA,"nurse_only"
"4721","44","6",NA,"bare_only"
"4722","44","6",NA,"both"
"4723","44","7","Maireana aphylla","nurse_species"
"4724","44","7",NA,"nurse_only"
"4725","44","7",NA,"bare_only"
"4726","44","7",NA,"both"
"4727","44","8","Maireana aphylla","nurse_species"
"4728","44","8",NA,"nurse_only"
"4729","44","8",NA,"bare_only"
"4730","44","8",NA,"both"
"4731","44","9","Maireana aphylla","nurse_species"
"4732","44","9",NA,"nurse_only"
"4733","44","9",NA,"bare_only"
"4734","44","9",NA,"both"
"4735","44","10","Maireana aphylla","nurse_species"
"4736","44","10",NA,"nurse_only"
"4737","44","10",NA,"bare_only"
