Country,Site,Plot,Genus,Species,coverDryfun20,coverBiodesert100,MeanLL,MeanSLA,MeanLDMC,MeanLA,MaxH,MaxLS,Phenolics,isotopic_d15N,isotopic_d13C,percentN,percentC,P,Al,Ba,Ca,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,Pb,S,Sr,Ti,Zn,Cd,As,Life_form,ELE-ALOS30,Lat_decimal,Long_decimal,ASPECT-ALOS30,SLOPE-ALOS30,AMT,RAI,RASE,AI,ARIDITY,BS_Tst,SAC b,WHC b,pH b,ORC b
Australia,CEMB,3,Yakirra,australiensis,,371.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,134,-23.41018,138.57575,252.9914093,3.167513371,24.07083,227,70.73031,0.0767,0.9233,0.348888889,93.66666667,15.25423729,5.77,1.510776459
Australia,CEMB,4,Portulaca,intraterranea,,,,,,,,,7.35517981,8.118839647,-12.69137294,1.197686457,34.36836502,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Calandrinia,balonensis,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Abutilon,otocarpum,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Portulaca,oleracea,2.1,4.1,1.116666667,122.8759868,0.480555556,0.165511905,21,272,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Aristida,holathera,,170.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Triodia,basedowii,475,3957,18.603,26.84007846,0.853965422,1.082099444,58,105750,12.33856602,6.60594436,-14.99105206,0.941543956,39.0788627,263.46,42.72,10.84,2160.95,21.44,5.45,189.86,5166.49,608.33,32.07,492.23,9.88,,1067.59,6.78,1.55,5.32,,,Grass,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Euphorbia,tannensis,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Ptilotus,polystachyus,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Yakirra,australiensis,,220.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Tribulopis,angustifolia,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Crotalaria,eremaea,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Evolvulus,alsinoides,7.2,25.3,1.806666667,97.15628831,0.750833333,0.577150529,20,216,26.39056073,7.617985317,-28.90530209,2.261997216,40.95219253,,,,,,,,,,,,,,,,,,,,Herb,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Dicrastylis,costelloi,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CEMB,4,Eriachne,aristidea,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,154,-23.35654,138.54465,238.5318146,7.070755482,24.04583,232,70.9702,0.0786,0.9214,0.448888889,92.55555556,15.96638655,6.02,1.241138339
Australia,CNAB,1,Swainsona,phacoides,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Triodia,basedowii,503,3409,17.8905,30.457807,0.784786901,1.421287083,57,23140,12.24426239,5.721885482,-14.92133108,0.641363043,41.55843378,211.26,77.28,5.68,2572.44,35.98,4.93,297.89,4519.15,670.76,35.68,648.48,32.5,,1113.44,8.11,3.02,9.85,,,Grass,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Sida,fibulifera,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Yakirra,australiensis,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Aristida,holathera,,133.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Bonamia,media,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Tribulopis,angustifolia,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Ptilotus,polystachyus,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Euphorbia,tannensis,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Evolvulus,alsinoides,0,,16,83.25,0.8,0.666,15,60,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Portulaca,oleracea,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Ptilotus,atriplicifolius,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,1,Eriachne,aristidea,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,168,-23.43435,138.29729,47.46310043,1.371634245,23.8,220,68.20505,0.0745,0.9255,0.343333333,88.77777778,18.03278689,5.91,1.422944617
Australia,CNAB,2,Abutilon,otocarpum,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,2,Triodia,basedowii,698,3759,17.7735,29.22432438,0.654764675,1.30648101,58,34200,8.837163287,7.913889465,-14.63527072,0.583305226,40.39892045,269.88,67.41,7.28,2211.81,35.44,4.93,288.76,6758.36,633.23,35.39,526.95,15.54,,1246.73,10.51,3.04,8.92,,,Grass,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,2,Yakirra,australiensis,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,2,Acacia,bivenosa,20,104,5.3,59.46330275,0.589189189,3.24075,221,14175,,,,,,,,,,,,,,,,,,,,,,,,,Wood,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,2,Aristida,holathera,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,2,Acacia,dictyophleba,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,175,-23.41146,138.28688,90,1.010592103,23.79167,221,67.84572,0.0745,0.9255,0.417777778,92.33333333,17.3553719,5.65,1.504737728
Australia,CNAB,3,Sida,trichopoda,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Bonamia,media,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Yakirra,australiensis,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Oldenlandia,pterospora,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Ptilotus,polystachyus,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Tribulopis,angustifolia,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Eriachne,aristidea,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Triodia,basedowii,453,3188,19.973,26.64377361,0.623005577,1.267917222,66,61200,9.129185218,5.806318857,-14.79944834,0.616812698,39.75338911,253.51,56.94,6.25,2373.5,33.3,3.11,268.18,6561.27,528.65,40.73,429.32,9.09,,1143.72,8.49,1.27,6.97,,,Grass,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Trichodesma,zeylanicum,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,3,Aristida,holathera,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,176,-23.38997,138.27614,0,0,23.77083,222,68.54098,0.0749,0.9251,0.464444444,96,17.3553719,5.76,0.901993483
Australia,CNAB,4,Scaevola,depauperata,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Aristida,holathera,,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Eriachne,aristidea,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Acacia,stenophylla,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Dicrastylis,costelloi,2,4,1.6,80.63333333,0.75,0.1511875,22,667,,,,,,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Sida,fibulifera,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Ptilotus,latifolius,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Ptilotus,polystachyus,0,5,7.14,133.0294118,0.161904762,3.39225,11,55,,,,,,,,,,,,,,,,,,,,,,,,,Herb,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Bonamia,media,22.1,6.3,3.066666667,122.1991071,0.440740741,0.860174603,14,30,19.71069477,7.98671853,-30.41735257,1.526576284,31.25428329,,,,,,,,,,,,,,,,,,,,Grass,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Triodia,basedowii,699.5,2921.1,20.45111111,25.51321267,0.630903608,1.279529167,79,41580,10.47514132,7.893963151,-14.25797573,0.523876588,35.37958838,137.1,117.58,6.83,2933.56,18.48,3.59,184.98,4173.32,707.32,17.16,4124.55,6.84,,1042.71,8.71,2.1,66.21,,,Grass,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Halgania,cyanea,16.5,102.7,1.64,73.30750375,0.554595238,0.431329221,54,2108,30.63991512,7.583637324,-30.44664059,1.275764057,35.78393437,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CNAB,4,Scaevola,parvifolia,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,193,-23.36312,138.26482,252.9857178,3.166489363,23.7125,226,69.26068,0.0765,0.9235,0.551111111,95.77777778,19.35483871,5.76,0.784767125
Australia,CSBB,1,Abutilon,otocarpum,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Heliotropium,ovalifolium,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Portulaca,oleracea,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Dactyloctenium,radulans,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Fimbristylis,dichotoma,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Sporobolus,mitchellii,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Oldenlandia,pterospora,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Triodia,basedowii,600.5,3329.5,21.1955,34.23279102,0.832421542,1.711819743,65,27264,15.97004926,5.690718509,-15.45588127,0.993533555,40.18641936,331.23,115.17,16.81,2668.41,40.27,5.43,328.07,5940.58,742.78,28.77,1302.08,15.96,,1307.36,8.66,3.57,8.28,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Yakirra,australiensis,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Eriachne,aristidea,,68.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Haloragis,gossei,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Aristida,holathera,14,125,10.49,83.61111111,0.96,0.573333333,15,300,,,,,,,,,,,,,,,,,,,,,,,,,Grass,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Ptilotus,polystachyus,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,1,Euphorbia,tannensis,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,138,-23.58481,138.38298,227.4956665,2.743395329,23.92917,207,66.70646,0.0697,0.9303,0.56,92.77777778,20.63492063,6.24,1.029739084
Australia,CSBB,2,Triodia,basedowii,430.5,3427.5,20.7425,28.39947597,0.797838276,1.485001515,64,41764,17.46319004,2.538079253,-15.05165023,0.817345828,40.14182218,262.16,56.01,11.08,2445.5,26.34,4,226.26,6714.2,610.31,18.85,842.35,8.18,,1219.54,5.56,3.21,10.75,,,Grass,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,2,Yakirra,australiensis,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,2,Aristida,holathera,,109.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,2,Portulaca,oleracea,1,1,2.2,,0.114285714,,13,156,,,,,,,,,,,,,,,,,,,,,,,,,Herb,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,2,Dactyloctenium,radulans,2,2,13,,0.729166667,,12,195,,,,,,,,,,,,,,,,,,,,,,,,,Grass,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,2,Eriachne,aristidea,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,129,-23.62158,138.40321,0,1.854334116,23.9625,204,66.4981,0.0686,0.9314,0.465555556,91.44444444,21.25984252,6.31,1.227629697
Australia,CSBB,3,Ptilotus,polystachyus,0.1,5.5,7.2,94.95098039,0.443478261,3.228333333,17,39,,,,,,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Haloragis,gossei,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Euphorbia,tannensis,0.1,12.5,2.1,17.95652174,0.751020408,0.600727273,49,361,,11.37393159,-28.58068313,2.981213591,37.74842831,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Yakirra,australiensis,9.2,29.5,9.15,132.5491692,0.781,0.607297619,14,870,31.84095547,3.498952705,-14.26234681,1.663664839,40.3858744,,,,,,,,,,,,,,,,,,,,Grass,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Triodia,basedowii,348,3043,18.0665,27.95521637,0.751180172,1.315317929,69,27225,9.688938061,6.275137103,-14.83339542,0.762609082,40.17450258,316.54,58.42,13.08,2626.98,32.84,4.78,280.5,5097.15,675.12,22.35,825.68,8.68,,1494.48,8.78,2.34,3.85,,,Grass,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Trachymene,glaucifolia,0.5,,3.733333333,273.5729191,0.414013926,5.246372222,25,405,4.855236693,7.362301156,-27.33450593,3.516202009,38.00093309,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Eriachne,aristidea,2,13.7,13.5,103.5952381,0.63,3.26325,28,238,,,,,,,,,,,,,,,,,,,,,,,,,Grass,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Tribulopis,angustifolia,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Aristida,holathera,,145.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Cuscuta,victoriana,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,3,Oldenlandia,pterospora,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,126,-23.65176,138.41831,180,0.927409947,23.96667,203,65.67265,0.0683,0.9317,0.581111111,93,20,5.85,1.355786772
Australia,CSBB,4,Triodia,basedowii,530,3603.5,19.309,27.90852342,0.811353337,1.354475,62,18725,10.44339668,4.792336184,-15.58050165,1.052062691,39.73890614,247.99,41.87,18.21,2912.94,22.02,4.22,210.62,5484.98,799.59,15.05,1326.68,4.3,,1494.23,8.2,0.65,3.87,,,Grass,121,-23.68172,138.43543,245.397189,2.226681226,23.9875,200,65.36041,0.0673,0.9327,0.508888889,94,21.25984252,6.08,1.088493762
Australia,CSBB,4,Aristida,holathera,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,121,-23.68172,138.43543,245.397189,2.226681226,23.9875,200,65.36041,0.0673,0.9327,0.508888889,94,21.25984252,6.08,1.088493762
Australia,CSBB,4,Ptilotus,polystachyus,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,121,-23.68172,138.43543,245.397189,2.226681226,23.9875,200,65.36041,0.0673,0.9327,0.508888889,94,21.25984252,6.08,1.088493762
Australia,Fowlers,1,Sida,fibulifera,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,186,-31.0827,141.70068,229.4224701,1.425569892,19.34583,260,29.52518,0.0992,0.9008,0.962389381,48,25.92592593,7.66,5.823727853
Australia,Fowlers,1,Sclerolaena,lanicuspis,5,28.5,1.0975,98.54825822,,0.123699631,7,77,25.64290374,11.96478573,-27.41748593,1.398667908,33.64629927,,,,,,,,,,,,,,,,,,,,Wood,186,-31.0827,141.70068,229.4224701,1.425569892,19.34583,260,29.52518,0.0992,0.9008,0.962389381,48,25.92592593,7.66,5.823727853
