"","ID","Site","Country","Plot","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"459",143,"Baharkish","Iran",4,1,NA,NA,NA,18,494,43,0,0.7595,"Acantholimon erinaceum"
"460",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Bupleurum falcatum"
"461",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Stachys lavandulifolia"
"462",143,"Baharkish","Iran",4,1.125,NA,NA,NA,60,6144,43,0,0.7595,"Cerasus microcarpa"
"463",143,"Baharkish","Iran",4,48,NA,NA,NA,33,800,43,0,0.7595,"Eremurus stenophyllus"
"464",143,"Baharkish","Iran",4,24.5,NA,NA,NA,32,2907,43,0,0.7595,"Verbascum cheiranthifolium"
"465",143,"Baharkish","Iran",4,29.79,98.59720605,0.40234192,4.23475,33,1080,43,0,0.7595,"Iris songarica"
"466",143,"Baharkish","Iran",4,4,NA,NA,NA,16,405,43,0,0.7595,"Convolvulus lineatus"
"467",143,"Baharkish","Iran",4,2.323529412,NA,NA,NA,89,2958,43,0,0.7595,"Artemisia kopetdaghensis"
"468",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Erysimum ischnostylum"
"469",143,"Baharkish","Iran",4,19,NA,NA,NA,72,2500,43,0,0.7595,"Stipa arabica"
"470",143,"Baharkish","Iran",4,16.4,NA,NA,NA,15,1225,43,0,0.7595,"Cousinia sp."
"471",143,"Baharkish","Iran",4,1.5,NA,NA,NA,15,770,43,0,0.7595,"Ziziphora clinopodioides"
"472",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Festuca valesiaca"
"473",143,"Baharkish","Iran",4,16.14285714,NA,NA,NA,108,760,43,0,0.7595,"Elymus repens"
"474",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Melica persica"
"475",143,"Baharkish","Iran",4,9.125,NA,NA,NA,25,260,43,0,0.7595,"Eryngium bungei"
"476",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Taraxacum montanum"
"477",143,"Baharkish","Iran",4,4,NA,NA,NA,35,510,43,0,0.7595,"Centaurea virgata"
"478",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Rosa canina"
"479",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Tragopogon vvedenskyi"
"480",143,"Baharkish","Iran",4,2,NA,NA,NA,28,2400,43,0,0.7595,"Acanthophyllum glandulosum"
"481",143,"Baharkish","Iran",4,1.89,197.6331361,0.442408377,0.175789474,8,20,43,0,0.7595,"Alyssum szowitsianum"
"482",143,"Baharkish","Iran",4,2.25,NA,NA,NA,16,483,43,0,0.7595,"Acantholimon raddeanum"
"483",143,"Baharkish","Iran",4,7.5,NA,NA,NA,33,84,43,0,0.7595,"Poa bulbosa"
"484",143,"Baharkish","Iran",4,4.6,NA,NA,NA,47,2088,43,0,0.7595,"Lactuca orientalis"
"485",143,"Baharkish","Iran",4,NA,NA,NA,NA,NA,NA,43,0,0.7595,"Crucianella gilanica"
"486",143,"Baharkish","Iran",4,3.15,NA,NA,NA,50,4200,43,0,0.7595,"Astragalus chrysostachys"
"487",143,"Baharkish","Iran",4,2.5,NA,NA,NA,32,360,43,0,0.7595,"Rosa persica"
"488",143,"Baharkish","Iran",4,14,NA,NA,NA,35,608,43,0,0.7595,"Cirsium bornmuelleri"
"489",143,"Baharkish","Iran",4,1.5,NA,NA,NA,78,2600,43,0,0.7595,"Cotoneaster nummularius"
"490",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Cirsium sp."
"491",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Allium fibrosum"
"492",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Thymus transcaspicus"
"493",144,"Darkesh","Iran",1,3.625,NA,NA,NA,60,1763,44,3,0.7986,"Anthemis triumfetti"
"494",144,"Darkesh","Iran",1,4.166666667,NA,NA,NA,60,6132,44,3,0.7986,"Centaurea virgata"
"495",144,"Darkesh","Iran",1,3,NA,NA,NA,60,1200,44,3,0.7986,"Ziziphora clinopodioides"
"496",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Echinops koelzii"
"497",144,"Darkesh","Iran",1,0.75,NA,NA,NA,100,10000,44,3,0.7986,"Cotoneaster nummularius"
"498",144,"Darkesh","Iran",1,1.5,NA,NA,NA,12,180,44,3,0.7986,"Teucrium polium"
"499",144,"Darkesh","Iran",1,6.716666667,52.63665595,0.634693878,0.272833333,40,306,44,3,0.7986,"Poa bulbosa"
"500",144,"Darkesh","Iran",1,11.66666667,NA,0.501759678,NA,80,1066,44,3,0.7986,"Bothriochloa ischaemum"
"501",144,"Darkesh","Iran",1,12.75,NA,NA,NA,350,22500,44,3,0.7986,"Quercus castaneifolia"
"502",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Vincetoxicum scandens"
"503",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Alyssopsis mollis"
"504",144,"Darkesh","Iran",1,5.083333333,NA,NA,NA,8,221,44,3,0.7986,"Astragalus jolderensis"
"505",144,"Darkesh","Iran",1,1.5,NA,NA,NA,26,40,44,3,0.7986,"Galium verum"
"506",144,"Darkesh","Iran",1,23,NA,NA,NA,12,240,44,3,0.7986,"Verbascum cheiranthifolium"
"507",144,"Darkesh","Iran",1,2.37875,158.4890656,0.292271935,3.986,20,651,44,3,0.7986,"Scabiosa columbaria"
"508",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Melica ciliata"
"509",144,"Darkesh","Iran",1,20.33333333,NA,NA,NA,95,3120,44,3,0.7986,"Dactylis glomerata"
"510",144,"Darkesh","Iran",1,17.25,NA,NA,NA,105,775,44,3,0.7986,"Stipa bromoides"
"511",144,"Darkesh","Iran",1,0.96,283.5795455,0.4,0.4991,4,24,44,3,0.7986,"Euphorbia falcata"
"512",144,"Darkesh","Iran",1,15,NA,NA,NA,92,738,44,3,0.7986,"Stipa arabica"
"513",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Agropyron cristatum"
"514",144,"Darkesh","Iran",1,NA,NA,NA,NA,NA,NA,44,3,0.7986,"Tragopogon vvedenskyi"
"515",144,"Darkesh","Iran",1,6,NA,NA,NA,68,2295,44,3,0.7986,"Silene sp."
"516",144,"Darkesh","Iran",1,2.605,452.5,0.357142857,1.13125,45,144,44,3,0.7986,"Hypericum scabrum"
"517",144,"Darkesh","Iran",1,2.25,NA,NA,NA,17,15,44,3,0.7986,"Dracocephalum kotschyi"
"518",144,"Darkesh","Iran",1,10,NA,NA,NA,12,32,44,3,0.7986,"Cleistogenes serotina"
"519",145,"Darkesh","Iran",2,14.2175,168.3848998,0.516119313,21.63325,650,22500,44,2,0.7968,"Quercus castaneifolia"
"520",145,"Darkesh","Iran",2,3.5,NA,NA,NA,83,2747,44,2,0.7968,"Crataegus microphylla"
"521",145,"Darkesh","Iran",2,6.5,NA,NA,NA,7,728,44,2,0.7968,"Cleistogenes serotina"
"522",145,"Darkesh","Iran",2,3.5,176.4142395,0.313069909,6.814,8,192,44,2,0.7968,"Viola odorata"
"523",145,"Darkesh","Iran",2,2.5,41.96620584,0.642645607,0.118782609,42,6478,44,2,0.7968,"Juniperus communis"
"524",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Amygdalus spinosissima"
"525",145,"Darkesh","Iran",2,1.833333333,NA,NA,NA,33,143,44,2,0.7968,"Galium verum"
"526",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Carex halleriana"
"527",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Agropyron cristatum"
"528",145,"Darkesh","Iran",2,0.9375,340.7627119,0.207381371,0.182772727,8,400,44,2,0.7968,"Fumana procumbens"
"529",145,"Darkesh","Iran",2,13,NA,0.44719042,NA,65,644,44,2,0.7968,"Echinops koelzii"
"530",145,"Darkesh","Iran",2,8.44,634.9032258,0.254515599,4.9205,5,60,44,2,0.7968,"Convolvulus lineatus"
"531",145,"Darkesh","Iran",2,5,NA,0.327421555,NA,22,100,44,2,0.7968,"Vincetoxicum scandens"
"532",145,"Darkesh","Iran",2,12.89,83.72013652,0.589240825,2.453,85,120,44,2,0.7968,"Bothriochloa ischaemum"
"533",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Stachys subaphylla"
"534",145,"Darkesh","Iran",2,0.5,NA,NA,NA,6,8,44,2,0.7968,"Euphorbia falcata"
"535",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Rhamnus pallasii"
"536",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Silene sp."
"537",145,"Darkesh","Iran",2,22.2,53.04304221,0.390757675,15.8665,30,3600,44,2,0.7968,"Verbascum cheiranthifolium"
"538",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Allium fibrosum"
"539",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Rosa canina"
"540",145,"Darkesh","Iran",2,1.253333333,84.87730061,0.587387387,0.230583333,35,1225,44,2,0.7968,"Ziziphora clinopodioides"
"541",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Cerasus microcarpa"
"542",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Bufonia oliveriana"
"543",145,"Darkesh","Iran",2,20.15384615,NA,NA,NA,105,2346,44,2,0.7968,"Stipa bromoides"
"544",145,"Darkesh","Iran",2,9.76,328.0838574,0.109655172,19.562,94,110,44,2,0.7968,"Rumex tuberosus"
"545",145,"Darkesh","Iran",2,9.455,23.80830343,0.495680894,1.16125,63,4032,44,2,0.7968,"Paliurus spina-christi"
"546",145,"Darkesh","Iran",2,5,NA,NA,NA,20,144,44,2,0.7968,"Poa bulbosa"
"547",145,"Darkesh","Iran",2,4.895,89.62199313,0.341499193,5.216,15,165,44,2,0.7968,"Astragalus jolderensis"
"548",145,"Darkesh","Iran",2,5.666666667,75.81911263,0.605997932,0.8886,28,800,44,2,0.7968,"Centaurea virgata"
"549",145,"Darkesh","Iran",2,18.375,NA,NA,NA,95,1650,44,2,0.7968,"Dactylis glomerata"
"550",145,"Darkesh","Iran",2,2.357142857,NA,NA,NA,126,9792,44,2,0.7968,"Cotoneaster nummularius"
"551",145,"Darkesh","Iran",2,1.625,NA,NA,NA,21,1280,44,2,0.7968,"Teucrium polium"
"552",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Leontodon asperrimus"
"553",145,"Darkesh","Iran",2,2.17,129.3538462,0.333333333,1.401333333,9,187,44,2,0.7968,"Dracocephalum kotschyi"
"554",145,"Darkesh","Iran",2,13,233.3093525,0.34601707,11.3505,72,20,44,2,0.7968,"Elymus repens"
"555",145,"Darkesh","Iran",2,NA,NA,NA,NA,NA,NA,44,2,0.7968,"Thymus transcaspicus"
"556",145,"Darkesh","Iran",2,2,NA,NA,NA,22,96,44,2,0.7968,"Hypericum scabrum"
"557",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Iris songarica"
"558",146,"Darkesh","Iran",4,1.5,250.625,0.727272727,0.066833333,45,30,44,0,0.7968,"Polygonum aviculare"
"559",146,"Darkesh","Iran",4,7.46,NA,NA,8.707175,80,8100,44,0,0.7968,"Hypericum scabrum"
"560",146,"Darkesh","Iran",4,1.25,NA,NA,NA,25,200,44,0,0.7968,"Dracocephalum kotschyi"
"561",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Sanguisorba minor"
"562",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Rosa canina"
"563",146,"Darkesh","Iran",4,12,NA,NA,NA,1200,22500,44,0,0.7968,"Quercus castaneifolia"
"564",146,"Darkesh","Iran",4,4.5,NA,NA,NA,230,22500,44,0,0.7968,"Crataegus microphylla"
"565",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Stachys subaphylla"
"566",146,"Darkesh","Iran",4,3.833333333,91.53297683,0.692592593,1.28375,70,120,44,0,0.7968,"Anthemis triumfetti"
"567",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Cirsium sp."
"568",146,"Darkesh","Iran",4,21.60818182,87.96357616,0.401328904,2.6565,90,2508,44,0,0.7968,"Dactylis glomerata"
"569",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Thymus transcaspicus"
"570",146,"Darkesh","Iran",4,7.98,71.52238806,0.521197977,2.396,35,25,44,0,0.7968,"Achillea biebersteinii"
"571",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Berberis integerrima"
"572",146,"Darkesh","Iran",4,4,NA,NA,NA,300,11938,44,0,0.7968,"Acer monspessulanum"
"573",146,"Darkesh","Iran",4,29.6,46.4847675,0.44719042,28.991,120,3392,44,0,0.7968,"Echinops koelzii"
"574",146,"Darkesh","Iran",4,10,215.4,0.419896641,3.50025,69,1558,44,0,0.7968,"Cleistogenes serotina"
"575",146,"Darkesh","Iran",4,1.728571429,166.2168675,0.475917431,0.492714286,25,1240,44,0,0.7968,"Teucrium polium"
"576",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Melica ciliata"
"577",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Vincetoxicum scandens"
"578",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Salvia sclarea"
"579",146,"Darkesh","Iran",4,6,78.19095477,0.533512064,0.111142857,24,1380,44,0,0.7968,"Galium verum"
"580",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Cerasus microcarpa"
"581",146,"Darkesh","Iran",4,6,80.37377257,0.371411765,6.3435,38,2331,44,0,0.7968,"Eryngium caucasicum"
"582",146,"Darkesh","Iran",4,24.85,63.89060888,0.686260623,1.54775,120,8466,44,0,0.7968,"Stipa bromoides"
"583",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Allium fibrosum"
"584",146,"Darkesh","Iran",4,3.166666667,NA,NA,NA,130,5600,44,0,0.7968,"Cotoneaster nummularius"
"585",146,"Darkesh","Iran",4,10.5,NA,NA,NA,44,500,44,0,0.7968,"Rumex tuberosus"
"586",146,"Darkesh","Iran",4,5,NA,NA,NA,27,594,44,0,0.7968,"Poa bulbosa"
"587",146,"Darkesh","Iran",4,4.89,159.6414343,0.30161019,5.00875,340,90000,44,0,0.7968,"Colutea buhsei"
"588",146,"Darkesh","Iran",4,4.5,NA,NA,NA,70,10440,44,0,0.7968,"Alyssopsis mollis"
"589",146,"Darkesh","Iran",4,1,NA,NA,NA,14,144,44,0,0.7968,"Euphorbia falcata"
"590",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Centaurea sintenisiana"
"591",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Bothriochloa ischaemum"
"592",146,"Darkesh","Iran",4,NA,NA,NA,NA,NA,NA,44,0,0.7968,"Agropyron cristatum"
"593",146,"Darkesh","Iran",4,5,NA,NA,NA,45,900,44,0,0.7968,"Centaurea virgata"
"594",146,"Darkesh","Iran",4,11,70.05975578,0.536632973,13.483,80,750,44,0,0.7968,"Cousinia stahliana"
"595",147,"Khage","Iran",1,7.978421053,74.90825688,0.373927959,0.296909091,11,108,45,3,0.8873,"Carex stenophylla"
"596",147,"Khage","Iran",1,3,NA,NA,NA,60,2500,45,3,0.8873,"Pistacia vera"
"597",148,"Khage","Iran",2,0.2,NA,NA,NA,45,660,45,2,0.8802,"Ephedra foliata"
"598",148,"Khage","Iran",2,7.5,NA,NA,NA,11,60,45,2,0.8802,"Carex stenophylla"
"599",148,"Khage","Iran",2,12.575,98.34710744,0.264976616,17.5525,6,396,45,2,0.8802,"Phlomoides labiosa"
"600",148,"Khage","Iran",2,NA,NA,NA,NA,NA,NA,45,2,0.8802,"Salsola dendroides"
"601",148,"Khage","Iran",2,4.27,65.4789916,0.291952895,0.324666667,8,4,45,2,0.8802,"Noaea mucronata"
"602",148,"Khage","Iran",2,3.378,104.8445596,0.10997151,0.289071429,30,1100,45,2,0.8802,"Kochia prostrata"
"603",148,"Khage","Iran",2,5.166666667,NA,NA,NA,35,416,45,2,0.8802,"Centaurea virgata"
"604",148,"Khage","Iran",2,6.393333333,51.47758214,0.405162904,28.359,62,2600,45,2,0.8802,"Pistacia vera"
"605",148,"Khage","Iran",2,1.183076923,92.845953,0.394845361,0.7112,35,2100,45,2,0.8802,"Artemisia kopetdaghensis"
"606",148,"Khage","Iran",2,2.384,109.3112033,0.436120159,1.756266667,35,270,45,2,0.8802,"Rosa persica"
"607",148,"Khage","Iran",2,3.5,60.35263158,0.322279705,3.822333333,85,2975,45,2,0.8802,"Zygophyllum atriplicoides"
"608",149,"Khage","Iran",3,NA,NA,NA,NA,NA,NA,45,1,0.8739,"Cousinia microcarpa"
"609",149,"Khage","Iran",3,NA,NA,NA,NA,NA,NA,45,1,0.8739,"Eremodaucus lehmannii"
"610",149,"Khage","Iran",3,NA,NA,NA,NA,NA,NA,45,1,0.8739,"Haplophyllum acutifolium"
"611",149,"Khage","Iran",3,4.071428571,NA,NA,NA,30,540,45,1,0.8739,"Centaurea virgata"
"612",149,"Khage","Iran",3,7.75,NA,NA,NA,100,3750,45,1,0.8739,"Pistacia vera"
"613",149,"Khage","Iran",3,NA,NA,NA,NA,NA,NA,45,1,0.8739,"Ephedra foliata"
"614",149,"Khage","Iran",3,2,NA,NA,NA,14,210,45,1,0.8739,"Onobrychis chorassanica"
"615",149,"Khage","Iran",3,2.857142857,NA,NA,NA,130,18000,45,1,0.8739,"Zygophyllum atriplicoides"
"616",149,"Khage","Iran",3,NA,NA,NA,NA,NA,NA,45,1,0.8739,"Bunium cylindricum"
"617",149,"Khage","Iran",3,0.705882353,NA,NA,NA,43,3100,45,1,0.8739,"Artemisia kopetdaghensis"
"618",149,"Khage","Iran",3,9,NA,NA,NA,11,24,45,1,0.8739,"Carex stenophylla"
"619",150,"Khage","Iran",4,NA,NA,NA,NA,NA,NA,45,0,0.8739,"Pistacia vera"
"620",150,"Khage","Iran",4,2.1,NA,NA,NA,110,4800,45,0,0.8739,"Zygophyllum atriplicoides"
"621",150,"Khage","Iran",4,NA,NA,NA,NA,NA,NA,45,0,0.8739,"Eremodaucus lehmannii"
"622",150,"Khage","Iran",4,9.4,NA,NA,NA,8,20,45,0,0.8739,"Carex stenophylla"
"623",150,"Khage","Iran",4,NA,NA,NA,NA,NA,NA,45,0,0.8739,"Stachys lavandulifolia"
"624",150,"Khage","Iran",4,NA,NA,NA,NA,NA,NA,45,0,0.8739,"Ephedra foliata"
"625",150,"Khage","Iran",4,1.289473684,NA,0.512798635,NA,75,4800,45,0,0.8739,"Artemisia kopetdaghensis"
"626",151,"Beit Nir","Israel",1,1.71,83.12753569,0.449508132,0.420272887,400,360000,46,3,0.7905,"Rhamnus lycioides"
"627",151,"Beit Nir","Israel",1,4.622222222,45.73744874,0.492517105,1.790298942,300,420000,46,3,0.7905,"Pistacia lentiscus"
"628",151,"Beit Nir","Israel",1,1.27,37.38615137,0.553846478,0.070829584,120,8800,46,3,0.7905,"Asparagus aphyllus"
"629",151,"Beit Nir","Israel",1,1.5,100.4572809,0.448398577,2.115557143,180,54600,46,3,0.7905,"Ballota undulata"
"630",151,"Beit Nir","Israel",1,3.3,63.30869565,0.555555556,3.64025,400,59400,46,3,0.7905,"Phillyrea latifolia"
"631",151,"Beit Nir","Israel",1,75,23.54310068,0.477420026,NA,190,152000,46,3,0.7905,"Ephedra foeminea"
"632",152,"Beit Nir","Israel",2,4.66,50.50070705,0.502984577,2.956478333,600,490000,46,2,0.79,"Olea europaea"
"633",152,"Beit Nir","Israel",2,5.125,41.71209285,0.478237753,3.585233333,200,150000,46,2,0.79,"Pistacia lentiscus"
"634",152,"Beit Nir","Israel",2,24.4,26.21637427,0.40377804,NA,500,2e+05,46,2,0.79,"Ephedra foeminea"
"635",152,"Beit Nir","Israel",2,2.16,82.8049217,0.467363329,0.984454437,400,1e+05,46,2,0.79,"Rhamnus lycioides"
"636",152,"Beit Nir","Israel",2,2.0225,90.56032327,0.286744605,2.35585,75,22500,46,2,0.79,"Capparis spinosa"
"637",152,"Beit Nir","Israel",2,1.242857143,47.80405508,0.557871859,0.066043331,250,60000,46,2,0.79,"Asparagus aphyllus"
"638",153,"Beit Nir","Israel",3,1.214285714,37.91570834,0.472316564,0.065429951,135,43700,46,1,0.7834,"Asparagus aphyllus"
"639",153,"Beit Nir","Israel",3,2.478,66.27859704,0.572321279,0.504769048,115,80600,46,1,0.7834,"Sarcopoterium spinosum"
"640",153,"Beit Nir","Israel",3,1.9,100.5,0.23100304,1.5276,36,400,46,1,0.7834,"Capparis spinosa"
"641",153,"Beit Nir","Israel",3,2.5,60.04444444,0.535714286,0.2702,75,22500,46,1,0.7834,"Polygonum equisetiforme"
"642",153,"Beit Nir","Israel",3,1.65,70.77083333,0.439727846,0.4182375,430,269500,46,1,0.7834,"Rhamnus lycioides"
"643",153,"Beit Nir","Israel",3,1.4475,73.02024494,0.423579188,1.3959,120,58750,46,1,0.7834,"Ballota undulata"
"644",153,"Beit Nir","Israel",3,3.375,62.95619863,0.384799156,3.9854625,115,11000,46,1,0.7834,"Salvia dominica"
"645",153,"Beit Nir","Israel",3,NA,NA,NA,NA,NA,NA,46,1,0.7834,"Piptatherum miliaceum"
"646",153,"Beit Nir","Israel",3,27,27.88519637,0.443699732,NA,160,30400,46,1,0.7834,"Ephedra foeminea"
"647",153,"Beit Nir","Israel",3,NA,NA,NA,NA,NA,NA,46,1,0.7834,"Ononis natrix"
"648",153,"Beit Nir","Israel",3,1.8,92.72727273,0.611111111,0.226666667,55,1800,46,1,0.7834,"Pallenis spinosa"
"649",154,"Beit Nir","Israel",4,22.74,93.54607891,0.494379111,1.602468333,80,7200,46,0,0.7976,"Hyparrhenia hirta"
"650",154,"Beit Nir","Israel",4,0.533333333,45.55941526,0.579311672,0.023155002,25,2400,46,0,0.7976,"Fumana arabica"
"651",154,"Beit Nir","Israel",4,2.45,76.76587302,0.480319149,0.562865079,60,28500,46,0,0.7976,"Sarcopoterium spinosum"
"652",154,"Beit Nir","Israel",4,NA,NA,NA,NA,NA,NA,46,0,0.7976,"Ephedra foeminea"
"653",154,"Beit Nir","Israel",4,NA,NA,NA,NA,NA,NA,46,0,0.7976,"Helichrysum sanguineum"
"654",154,"Beit Nir","Israel",4,1,83.23076923,0.527027027,0.1623,170,4000,46,0,0.7976,"Rhamnus lycioides"
"655",154,"Beit Nir","Israel",4,1.3475,81.40992146,0.551538102,0.19692977,30,1500,46,0,0.7976,"Teucrium capitatum"
"656",154,"Beit Nir","Israel",4,1.25,53.56638567,0.498997384,0.05113,170,8800,46,0,0.7976,"Asparagus aphyllus"
"657",154,"Beit Nir","Israel",4,2.2,59.7364314,0.693175968,0.171076023,35,1200,46,0,0.7976,"Phagnalon rupestre"
"658",154,"Beit Nir","Israel",4,5.242857143,41.40206815,0.504976739,1.471573923,350,720000,46,0,0.7976,"Pistacia lentiscus"
"659",154,"Beit Nir","Israel",4,NA,NA,NA,NA,NA,NA,46,0,0.7976,"Phillyrea latifolia"
"660",155,"Galed","Israel",1,2.1,134.9166667,0.231511254,1.619,50,7700,47,3,0.6631,"Capparis spinosa"
"661",155,"Galed","Israel",1,0,18.69283083,0.295870477,1.335033333,140,9800,47,3,0.6631,"Foeniculum vulgare"
"662",156,"Galed","Israel",2,1.732,91.41576473,0.258750088,1.742391667,110,38400,47,2,0.6631,"Capparis spinosa"
"663",156,"Galed","Israel",2,0,39.50196008,0.263269222,3.904703704,150,9600,47,2,0.6631,"Foeniculum vulgare"
"664",157,"Galed","Israel",3,0.67,72.56451871,0.454368036,0.178955671,50,15400,47,1,0.6719,"Origanum syriacum"
"665",157,"Galed","Israel",3,1.476666667,99.5400468,0.227510956,1.78925,130,45000,47,1,0.6719,"Capparis spinosa"
"666",157,"Galed","Israel",3,0,37.13953342,0.291257539,1.702164286,130,20400,47,1,0.6719,"Foeniculum vulgare"
"667",158,"Galed","Israel",4,0,13.92598855,0.328921959,NA,160,60000,47,0,0.6719,"Foeniculum vulgare"
"668",158,"Galed","Israel",4,2.245,67.19304939,0.307368903,2.91145,120,64800,47,0,0.6719,"Capparis spinosa"
"669",158,"Galed","Israel",4,0,19.89133382,0.52050662,2.997361111,80,16500,47,0,0.6719,"Dianthus strictus"
"670",159,"Sayeret Shaked","Israel",1,4.5,61.45695364,0.382278481,0.773333333,18,90,48,3,0.89,"Teucrium capitatum"
"671",159,"Sayeret Shaked","Israel",1,3,30.8019802,0.439130435,0.056563636,21,140,48,3,0.89,"Noaea mucronata"
"672",159,"Sayeret Shaked","Israel",1,2.617647059,40.62876763,0.565399815,0.332141823,19,960,48,3,0.89,"Atractylis serratuloides"
"673",159,"Sayeret Shaked","Israel",1,0.483333333,39.86705038,0.617806999,0.045286652,53,8184,48,3,0.89,"Thymelaea hirsuta"
"674",160,"Sayeret Shaked","Israel",2,2.403888889,37.64424773,0.607700733,0.274199042,20,1880,48,2,0.8919,"Atractylis serratuloides"
"675",160,"Sayeret Shaked","Israel",2,2.9,50.96755351,0.435849057,0.389566667,7,168,48,2,0.8919,"Teucrium capitatum"
"676",160,"Sayeret Shaked","Israel",2,0.4,49.51264691,0.5541789,0.057780042,56,14300,48,2,0.8919,"Thymelaea hirsuta"
"677",160,"Sayeret Shaked","Israel",2,1.927272727,39.91804041,0.518049137,0.075563297,27,2236,48,2,0.8919,"Noaea mucronata"
"678",161,"Sayeret Shaked","Israel",3,1.543157895,42.52923408,0.58590657,0.06639374,62,8096,48,1,0.8919,"Noaea mucronata"
"679",161,"Sayeret Shaked","Israel",3,4,66.224,0.449640288,0.459888889,15,416,48,1,0.8919,"Teucrium capitatum"
"680",161,"Sayeret Shaked","Israel",3,0.3,35.97183099,0.229402262,0.032954839,6,24,48,1,0.8919,"Thymelaea hirsuta"
"681",161,"Sayeret Shaked","Israel",3,2.405333333,42.17807193,0.546693277,0.255287174,25,6240,48,1,0.8919,"Atractylis serratuloides"
"682",162,"Sayeret Shaked","Israel",4,1.431428571,50.63755531,0.545341044,0.049166166,75,10800,48,0,0.8919,"Noaea mucronata"
"683",162,"Sayeret Shaked","Israel",4,2,95.56140351,0.459677419,0.175709677,12,156,48,0,0.8919,"Phagnalon rupestre"
"684",162,"Sayeret Shaked","Israel",4,2.6,37.9,0.628930818,0.252666667,35,2000,48,0,0.8919,"Atractylis serratuloides"
"685",162,"Sayeret Shaked","Israel",4,4.5,70.68108108,0.397849462,0.544833333,14,375,48,0,0.8919,"Teucrium capitatum"
"686",193,"Ebenhaezer","Namibia",1,10.35,178.7464425,0.407472222,0.821071429,22,364,58,3,0.897,"Aristida congesta"
"687",193,"Ebenhaezer","Namibia",1,3.8,90.31686859,0.454661017,1.710176471,420,547200,58,3,0.897,"Acacia mellifera"
