"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3"
"481",115,"34_3","Muri","China",3,"Anabasis","aphylla",1.1575,61.48988188,0.274292228,0.094300667,NA,NA,34,1,0.9434
"482",115,"34_3","Muri","China",3,"Ceratoides","latens",NA,NA,NA,NA,NA,NA,34,1,0.9434
"483",115,"34_3","Muri","China",3,"Seriphidium","borotalense",2.212857143,107.9986187,0.373488869,0.319246665,NA,NA,34,1,0.9434
"484",134,"41_1","Alikhani","Iran",1,"Ferula","sp.",4.28,59.15384615,0.474885845,1.025333333,2,1,41,3,0.8256
"485",134,"41_1","Alikhani","Iran",1,"Artemisia","sieberi",1.669,89.11567824,0.420651647,0.450992917,40,1156,41,3,0.8256
"486",134,"41_1","Alikhani","Iran",1,"Acanthophyllum","sp.",NA,NA,NA,NA,NA,NA,41,3,0.8256
"487",134,"41_1","Alikhani","Iran",1,"Nonea","caspica",0.84,74.98888889,0.616595442,0.03455098,12,9,41,3,0.8256
"488",134,"41_1","Alikhani","Iran",1,"Lappula","barbata",0.97,149.2150532,0.531109876,0.123149028,22,16,41,3,0.8256
"489",134,"41_1","Alikhani","Iran",1,"Cousinia","sp.",3.025714286,88.34401391,0.577637587,0.938451361,20,225,41,3,0.8256
"490",134,"41_1","Alikhani","Iran",1,"Astragalus","sp.",1.17,109.3101852,0.300323799,0.217233553,10,9,41,3,0.8256
"491",134,"41_1","Alikhani","Iran",1,"Zygophyllum","atriplicoides",3.27,63.45726496,0.258278146,1.856125,15,784,41,3,0.8256
"492",134,"41_1","Alikhani","Iran",1,"Stipa","lessingiana",10.92888889,39.93600067,0.687044762,0.433686927,18,64,41,3,0.8256
"493",134,"41_1","Alikhani","Iran",1,"Centaurea","sp.",2.551666667,86.55441946,0.471735134,0.542783333,3,25,41,3,0.8256
"494",134,"41_1","Alikhani","Iran",1,"Acantholimon","sp.",2.84875,33.99541363,0.699663454,0.22750372,15,400,41,3,0.8256
"495",134,"41_1","Alikhani","Iran",1,"Cerasus","pseudoprostrata",NA,NA,NA,NA,NA,NA,41,3,0.8256
"496",134,"41_1","Alikhani","Iran",1,"Salsola","arbusculiformis",1.506666667,44.85194004,0.246290542,0.242583333,4,25,41,3,0.8256
"497",134,"41_1","Alikhani","Iran",1,"Cousinia","arctotidifolia",NA,NA,NA,NA,NA,NA,41,3,0.8256
"498",134,"41_1","Alikhani","Iran",1,"Teucrium","chamaedrys",1.46,107.7647059,0.425,0.261714286,4,9,41,3,0.8256
"499",135,"41_2","Alikhani","Iran",2,"Astragalus","sp.",NA,NA,NA,NA,NA,NA,41,2,0.8259
"500",135,"41_2","Alikhani","Iran",2,"Artemisia","sieberi",1.2015,84.72421952,0.32134971,0.231775833,42,1677,41,2,0.8259
"501",135,"41_2","Alikhani","Iran",2,"Krascheninnikovia","ceratoides",2.025,82.90952035,0.328922706,0.6155,31,522,41,2,0.8259
"502",135,"41_2","Alikhani","Iran",2,"Salsola","arbusculiformis",1.878666667,21.96368669,0.240374418,0.23933,28,1806,41,2,0.8259
"503",135,"41_2","Alikhani","Iran",2,"Stipa","lessingiana",12.41571429,42.17777395,0.57100947,0.660069133,35,360,41,2,0.8259
"504",135,"41_2","Alikhani","Iran",2,"Acantholimon","sp.",4.2,13.96,0.684931507,0.4188,8,110,41,2,0.8259
"505",135,"41_2","Alikhani","Iran",2,"Lappula","barbata",0.932727273,108.9482794,0.464723381,0.099265476,50,80,41,2,0.8259
"506",135,"41_2","Alikhani","Iran",2,"Centaurea","sp.",2.955,84.81321839,0.145922028,0.766875,22,4,41,2,0.8259
"507",135,"41_2","Alikhani","Iran",2,"Cousinia","sp.",NA,NA,NA,NA,NA,NA,41,2,0.8259
"508",135,"41_2","Alikhani","Iran",2,"Cousinia","arctotidifolia",6.28,62.00635597,0.362800878,3.64736,43,252,41,2,0.8259
"509",135,"41_2","Alikhani","Iran",2,"Zygophyllum","atriplicoides",2.11,46.65806452,0.251052802,1.4464,42,1892,41,2,0.8259
"510",135,"41_2","Alikhani","Iran",2,"Nonea","caspica",3.13,36.875,0.372670807,0.177,41,40,41,2,0.8259
"511",136,"41_3","Alikhani","Iran",3,"Lappula","barbata",0.686,89.51,0.397091717,0.05111,45,9,41,1,0.8259
"512",136,"41_3","Alikhani","Iran",3,"Teucrium","polium",1.8,85.22044335,0.395326283,0.2159,23,500,41,1,0.8259
"513",136,"41_3","Alikhani","Iran",3,"Cousinia","sp.",4.44625,96.59849478,0.493803406,2.008275,58,2880,41,1,0.8259
"514",136,"41_3","Alikhani","Iran",3,"Acanthophyllum","sp.",NA,NA,NA,NA,NA,NA,41,1,0.8259
"515",136,"41_3","Alikhani","Iran",3,"Centaurea","sp.",NA,NA,NA,NA,NA,NA,41,1,0.8259
"516",136,"41_3","Alikhani","Iran",3,"Stipa","lessingiana",11.22466667,43.16975981,0.651516759,0.606404444,48,1400,41,1,0.8259
"517",136,"41_3","Alikhani","Iran",3,"Acantholimon","sp.",2.85,21.78723404,0.645604396,0.2048,7,6,41,1,0.8259
"518",136,"41_3","Alikhani","Iran",3,"Salsola","arbusculiformis",1.946666667,15.02941376,0.391204499,0.299533333,65,3900,41,1,0.8259
"519",136,"41_3","Alikhani","Iran",3,"Artemisia","sieberi",1.43,76.47322444,0.402511653,0.286154622,53,2255,41,1,0.8259
"520",137,"42_1","Lohondor","Iran",1,"Agropyron","trichophorum",NA,NA,NA,NA,NA,NA,42,3,0.8177
"521",137,"42_1","Lohondor","Iran",1,"Verbascum","speciosum",6.47,61.18730159,0.39375,6.424666667,8,120,42,3,0.8177
"522",137,"42_1","Lohondor","Iran",1,"Convolvulus","commutatus",1.775714286,148.1607315,0.261841526,0.176166327,24,30,42,3,0.8177
"523",137,"42_1","Lohondor","Iran",1,"Potentilla","recta",2.475,79.48058608,0.46850381,1.64275,21,6,42,3,0.8177
"524",137,"42_1","Lohondor","Iran",1,"Medicago","sativa",0.59,242.6666667,0.326984127,0.074261905,60,4,42,3,0.8177
"525",137,"42_1","Lohondor","Iran",1,"Haplophyllum","acutifolium",NA,NA,NA,NA,NA,NA,42,3,0.8177
"526",137,"42_1","Lohondor","Iran",1,"Stachys","turcomanica",3.566,127.0196537,0.436137351,0.551374286,13,238,42,3,0.8177
"527",137,"42_1","Lohondor","Iran",1,"Achillea","biebersteinii",4.174,91.72267974,0.464954771,1.029656667,6,18,42,3,0.8177
"528",137,"42_1","Lohondor","Iran",1,"Artemisia","sieberi",1.0275,127.9972222,0.478479853,0.174084524,18,240,42,3,0.8177
"529",137,"42_1","Lohondor","Iran",1,"Cousinia","arctotidifolia",NA,NA,NA,NA,NA,NA,42,3,0.8177
"530",137,"42_1","Lohondor","Iran",1,"Rhamnus","pallasii",1.826666667,80.03540073,0.485425888,0.44062037,56,18200,42,3,0.8177
"531",137,"42_1","Lohondor","Iran",1,"Festuca","valesiaca",11.073,57.9880323,0.55840643,0.533075,24,340,42,3,0.8177
"532",137,"42_1","Lohondor","Iran",1,"Galium","tenuissimum",0.974545455,118.9922865,0.328791849,0.039086977,24,120,42,3,0.8177
"533",137,"42_1","Lohondor","Iran",1,"Stipa","lessingiana",11.19684211,36.42080532,0.676830458,0.575724117,40,280,42,3,0.8177
"534",137,"42_1","Lohondor","Iran",1,"Glycyrrhiza","glabra",1.03,75.35,0.388443936,0.243583333,15,20,42,3,0.8177
"535",137,"42_1","Lohondor","Iran",1,"Eryngium","caucasicum",2.923333333,70.93682774,0.309768759,1.798805556,65,170,42,3,0.8177
"536",137,"42_1","Lohondor","Iran",1,"Scabiosa","rotata",NA,NA,NA,NA,NA,NA,42,3,0.8177
"537",137,"42_1","Lohondor","Iran",1,"Centaurea","kotschyi",5.21,195.9622642,0.353333333,2.0772,18,42,42,3,0.8177
"538",137,"42_1","Lohondor","Iran",1,"Teucrium","polium",1.29,113.75,0.413793103,0.195,11,4,42,3,0.8177
"539",137,"42_1","Lohondor","Iran",1,"Phlomis","herba-venti",6.721111111,114.6400647,0.442924523,5.752833333,31,130,42,3,0.8177
"540",137,"42_1","Lohondor","Iran",1,"Paliurus","spina-christi",1.875,126.3909443,0.355687831,1.508475,142,33000,42,3,0.8177
"541",137,"42_1","Lohondor","Iran",1,"Asperula","arvensis",1.6025,104.8007196,0.351888717,0.112348512,28,70,42,3,0.8177
"542",137,"42_1","Lohondor","Iran",1,"Centaurea","sp.",3.27,65.4,0.228310502,1.09,28,60,42,3,0.8177
"543",138,"42_2","Lohondor","Iran",2,"Achillea","biebersteinii",4.941818182,87.20499834,0.417745679,1.253257576,36,48,42,2,0.8177
"544",138,"42_2","Lohondor","Iran",2,"Asperula","arvensis",1.753,55.87962235,0.377311223,0.10342,65,500,42,2,0.8177
"545",138,"42_2","Lohondor","Iran",2,"Convolvulus","commutatus",2.582666667,94.78399609,0.323820401,0.201758889,44,330,42,2,0.8177
"546",138,"42_2","Lohondor","Iran",2,"Kochia","prostrata",2.43,59.39691358,0.327086351,0.200916667,60,480,42,2,0.8177
"547",138,"42_2","Lohondor","Iran",2,"Zygophyllum","sintenisii",1.04,61.35714286,0.288659794,0.4295,22,30,42,2,0.8177
"548",138,"42_2","Lohondor","Iran",2,"Rhamnus","pallasii",1.968,103.8704762,0.377345223,0.58657,105,21000,42,2,0.8177
"549",138,"42_2","Lohondor","Iran",2,"Stipa","lessingiana",11.7825,16.87843454,0.624427797,0.656486667,70,440,42,2,0.8177
"550",138,"42_2","Lohondor","Iran",2,"Cousinia","decipiens",NA,NA,NA,NA,NA,NA,42,2,0.8177
"551",138,"42_2","Lohondor","Iran",2,"Ferula","sp.",NA,NA,NA,NA,NA,NA,42,2,0.8177
"552",138,"42_2","Lohondor","Iran",2,"Scabiosa","rotata",2.5,95.18541667,0.464977521,0.269979167,75,100,42,2,0.8177
"553",138,"42_2","Lohondor","Iran",2,"Glycyrrhiza","glabra",2.9775,78.2563259,0.435922087,2.505786111,60,800,42,2,0.8177
"554",138,"42_2","Lohondor","Iran",2,"Kochia","sp.",3.32,88.125,0.228571429,0.17625,10,6,42,2,0.8177
"555",138,"42_2","Lohondor","Iran",2,"Centaurea","kotschyi",5.726666667,132.6352642,0.426848302,3.143616667,112,35,42,2,0.8177
"556",138,"42_2","Lohondor","Iran",2,"Bromus","tomentellus",NA,NA,NA,NA,NA,NA,42,2,0.8177
"557",138,"42_2","Lohondor","Iran",2,"Eryngium","caucasicum",3.53,50.3,0.349344978,1.006,80,200,42,2,0.8177
"558",138,"42_2","Lohondor","Iran",2,"Krascheninnikovia","ceratoides",NA,NA,NA,NA,NA,NA,42,2,0.8177
"559",138,"42_2","Lohondor","Iran",2,"Astragalus","sp.",NA,NA,NA,NA,NA,NA,42,2,0.8177
"560",138,"42_2","Lohondor","Iran",2,"Festuca","valesiaca",9.326666667,45.59172095,0.692571351,0.436333333,10,264,42,2,0.8177
"561",138,"42_2","Lohondor","Iran",2,"Salvia","virgata",NA,NA,NA,NA,NA,NA,42,2,0.8177
"562",138,"42_2","Lohondor","Iran",2,"Galium","tenuissimum",1.85,78.78571429,0.28,0.104366667,50,15,42,2,0.8177
"563",138,"42_2","Lohondor","Iran",2,"Paliurus","spina-christi",2.974285714,102.661842,0.411311539,3.614542857,210,156000,42,2,0.8177
"564",138,"42_2","Lohondor","Iran",2,"Dactylis","glomerata",12.29111111,13.62126861,0.502299915,1.147027778,50,80,42,2,0.8177
"565",138,"42_2","Lohondor","Iran",2,"Poa","bulbosa",5.67,213.5,0.307692308,0.2135,15,12,42,2,0.8177
"566",138,"42_2","Lohondor","Iran",2,"Phlomis","herba-venti",6,94.50423729,0.444444444,5.57575,19,24,42,2,0.8177
"567",138,"42_2","Lohondor","Iran",2,"Onobrychis","sintenisii",1.12,81.93333333,0.27027027,0.4916,14,30,42,2,0.8177
"568",138,"42_2","Lohondor","Iran",2,"Crupina","vulgaris",2.053333333,123.8222222,0.298941799,0.25535,65,120,42,2,0.8177
"569",138,"42_2","Lohondor","Iran",2,"Cousinia","arctotidifolia",NA,NA,NA,NA,NA,NA,42,2,0.8177
"570",138,"42_2","Lohondor","Iran",2,"Hypericum","elongatum",1.82,110.34375,0.390243902,0.7062,150,640,42,2,0.8177
"571",138,"42_2","Lohondor","Iran",2,"Echinops","ritrodes",9.325,53.93228982,0.39033826,12.49625,70,1200,42,2,0.8177
"572",138,"42_2","Lohondor","Iran",2,"Agropyron","trichophorum",11.91,33.94422122,0.504225793,1.125489583,130,360,42,2,0.8177
"573",138,"42_2","Lohondor","Iran",2,"Medicago","sativa",0.868333333,91.52373737,0.372795414,0.157758333,17,12,42,2,0.8177
"574",138,"42_2","Lohondor","Iran",2,"Verbascum","speciosum",NA,NA,NA,NA,NA,NA,42,2,0.8177
"575",138,"42_2","Lohondor","Iran",2,"Aegilops","sp.",NA,NA,NA,NA,NA,NA,42,2,0.8177
"576",139,"42_3","Lohondor","Iran",3,"Echinops","ritrodes",15.172,45.55719671,0.372839856,23.5351,72,1890,42,1,0.8177
"577",139,"42_3","Lohondor","Iran",3,"Achillea","biebersteinii",7.4,134.6896552,0.306068602,7.812,15,90,42,1,0.8177
"578",139,"42_3","Lohondor","Iran",3,"Poa","bulbosa",9.05,81.21428571,0.451612903,0.2274,5,1050,42,1,0.8177
"579",139,"42_3","Lohondor","Iran",3,"Phlomis","cancellata",9.52,123.9385666,0.697619048,12.10466667,50,2397,42,1,0.8177
"580",139,"42_3","Lohondor","Iran",3,"Inula","oculus-christi",11.95071429,151.5765595,0.311044147,19.23128571,40,1302,42,1,0.8177
"581",139,"42_3","Lohondor","Iran",3,"Hypericum","elongatum",2.23125,59.20621573,0.404092417,0.627883929,75,180,42,1,0.8177
"582",139,"42_3","Lohondor","Iran",3,"Agropyron","trichophorum",10.3425,45.71844097,0.598099405,1.236291667,85,1050,42,1,0.8177
"583",139,"42_3","Lohondor","Iran",3,"Galium","tenuissimum",1.652307692,151.5929028,0.260379846,0.119053628,55,1575,42,1,0.8177
"584",139,"42_3","Lohondor","Iran",3,"Kochia","sp.",3.326666667,140.5146987,0.284146072,0.665205387,48,288,42,1,0.8177
"585",139,"42_3","Lohondor","Iran",3,"Stipa","lessingiana",11.88166667,20.01723322,0.605924351,0.593626698,58,1470,42,1,0.8177
"586",139,"42_3","Lohondor","Iran",3,"Convolvulus","commutatus",2.480769231,165.9827494,0.281954535,0.283501923,52,2000,42,1,0.8177
"587",139,"42_3","Lohondor","Iran",3,"Digitaria","sp.",NA,NA,NA,NA,NA,NA,42,1,0.8177
"588",139,"42_3","Lohondor","Iran",3,"Asperula","arvensis",2.098,108.3984059,0.410117969,0.200901852,52,3250,42,1,0.8177
"589",139,"42_3","Lohondor","Iran",3,"Medicago","sativa",1.10875,142.5122672,0.341298226,0.294611082,42,552,42,1,0.8177
"590",139,"42_3","Lohondor","Iran",3,"Asparagus","verticillatus",4.135,110.7456989,0.259797588,0.399520833,55,800,42,1,0.8177
"591",139,"42_3","Lohondor","Iran",3,"Centaurea","sp.",3.74,77.03378378,0.627118644,1.036454545,68,621,42,1,0.8177
"592",139,"42_3","Lohondor","Iran",3,"Onobrychis","sintenisii",2.525555556,131.3829798,0.241871978,1.764151852,77,4550,42,1,0.8177
"593",139,"42_3","Lohondor","Iran",3,"Centaurea","kotschyi",9.928333333,112.1739687,0.397027062,8.985361111,47,323,42,1,0.8177
"594",139,"42_3","Lohondor","Iran",3,"Astragalus","sp.",0.865,117.3590909,0.255288736,0.093136111,25,1400,42,1,0.8177
"595",139,"42_3","Lohondor","Iran",3,"Phlomis","herba-venti",8.83,128.0257082,0.394135647,14.702,40,2250,42,1,0.8177
"596",139,"42_3","Lohondor","Iran",3,"Potentilla","recta",4.11,190.0875,0.3187251,2.172428571,58,90,42,1,0.8177
"597",139,"42_3","Lohondor","Iran",3,"Salvia","virgata",10.33,139.9247104,0.267119301,21.1625,75,1200,42,1,0.8177
"598",139,"42_3","Lohondor","Iran",3,"Rhamnus","pallasii",2.16,92.97128422,0.410215446,0.613888294,85,22500,42,1,0.8177
"599",139,"42_3","Lohondor","Iran",3,"Festuca","valesiaca",10.432,45.85949482,0.663308555,0.418679563,32,1125,42,1,0.8177
"600",139,"42_3","Lohondor","Iran",3,"Dianthus","orientalis",2.972,58.33051285,0.310178145,0.300781905,48,342,42,1,0.8177
"601",139,"42_3","Lohondor","Iran",3,"Cerasus","pseudoprostrata",1.525,94.25979437,0.51689756,1.149407143,68,540,42,1,0.8177
"602",139,"42_3","Lohondor","Iran",3,"Eryngium","caucasicum",3.65,29.66459627,0.443526171,0.9552,75,132,42,1,0.8177
"603",139,"42_3","Lohondor","Iran",3,"Scabiosa","rotata",2.592,90.0710135,0.554017787,0.296817778,48,16,42,1,0.8177
"604",139,"42_3","Lohondor","Iran",3,"Teucrium","polium",NA,NA,NA,NA,NA,NA,42,1,0.8177
"605",139,"42_3","Lohondor","Iran",3,"Cousinia","arctotidifolia",NA,NA,NA,NA,NA,NA,42,1,0.8177
"606",139,"42_3","Lohondor","Iran",3,"Dactylis","glomerata",12.0625,57.1392206,0.66069232,1.498563095,70,1505,42,1,0.8177
"607",139,"42_3","Lohondor","Iran",3,"Stachys","turcomanica",4.784,133.3642047,0.382258984,1.23788,42,3300,42,1,0.8177
"608",139,"42_3","Lohondor","Iran",3,"Paliurus","spina-christi",3.146666667,130.3811844,0.38108471,3.676066667,190,18850,42,1,0.8177
"609",139,"42_3","Lohondor","Iran",3,"Crupina","vulgaris",1.77125,120.0437626,0.516363905,0.444694444,61,225,42,1,0.8177
"610",139,"42_3","Lohondor","Iran",3,"Crataegus","azarolus",6.16,91.37459283,0.46585736,9.350666667,240,30600,42,1,0.8177
"611",139,"42_3","Lohondor","Iran",3,"Teucrium","chamaedrys",1.956666667,136.5689097,0.388607226,1.200579365,30,630,42,1,0.8177
"612",139,"42_3","Lohondor","Iran",3,"Cousinia","decipiens",11.0675,114.8687426,0.377555263,25.111375,28,1500,42,1,0.8177
"613",139,"42_3","Lohondor","Iran",3,"Haplophyllum","acutifolium",2.498888889,118.0328982,0.299779076,1.536762963,38,729,42,1,0.8177
"614",139,"42_3","Lohondor","Iran",3,"Berberis","integerrima",2.555,101.7178157,0.361615187,1.8369,180,28900,42,1,0.8177
"615",139,"42_3","Lohondor","Iran",3,"Verbascum","speciosum",15.94,50.88374853,0.30351504,40.91175,25,1764,42,1,0.8177
"616",139,"42_3","Lohondor","Iran",3,"Melica","ciliata",11.8,52.27192982,0.904761905,0.851285714,52,1400,42,1,0.8177
"617",140,"43_1","Baharkish","Iran",1,"Bunium","cylindricum",5.18,83.2,0.394944708,3.466666667,23,323,43,3,0.7586
"618",140,"43_1","Baharkish","Iran",1,"Eremurus","stenophyllus",24.881,26.88510101,0.205511443,10.6465,30,1120,43,3,0.7586
"619",140,"43_1","Baharkish","Iran",1,"Stipa","arabica",NA,NA,NA,NA,NA,NA,43,3,0.7586
"620",140,"43_1","Baharkish","Iran",1,"Cerasus","microcarpa",3.975,78.93541519,0.575102041,0.585368421,25,480,43,3,0.7586
"621",140,"43_1","Baharkish","Iran",1,"Galium","spurium",1.7,153.9130435,0.339483395,0.118,10,48,43,3,0.7586
"622",140,"43_1","Baharkish","Iran",1,"Polygonum","sewerzowii",12.97,250.0068027,0.206460674,7.3502,2,30,43,3,0.7586
"623",140,"43_1","Baharkish","Iran",1,"Cousinia","sp.",29,30.27290936,0.488712144,12.091,70,5695,43,3,0.7586
"624",140,"43_1","Baharkish","Iran",1,"Elymus","repens",21,NA,NA,NA,35,168,43,3,0.7586
"625",140,"43_1","Baharkish","Iran",1,"Aethionema","trivensis",NA,NA,NA,NA,NA,NA,43,3,0.7586
"626",140,"43_1","Baharkish","Iran",1,"Euphorbia","boissieri",NA,NA,NA,NA,NA,NA,43,3,0.7586
"627",140,"43_1","Baharkish","Iran",1,"Lactuca","orientalis",10,185.4957507,0.313777778,1.455111111,13,252,43,3,0.7586
"628",140,"43_1","Baharkish","Iran",1,"Phlomoides","labiosa",NA,NA,NA,NA,NA,NA,43,3,0.7586
"629",140,"43_1","Baharkish","Iran",1,"Leontodon","asperrimus",7.5,79.83965015,0.206460674,16.431,25,78,43,3,0.7586
"630",140,"43_1","Baharkish","Iran",1,"Colchicum","kotschyi",NA,NA,NA,NA,NA,NA,43,3,0.7586
"631",140,"43_1","Baharkish","Iran",1,"Acantholimon","erinaceum",4.8,31.61702128,0.587010824,0.123833333,33,2940,43,3,0.7586
"632",140,"43_1","Baharkish","Iran",1,"Artemisia","kopetdaghensis",1.438333333,47.24806202,0.472223919,0.406333333,50,3445,43,3,0.7586
"633",140,"43_1","Baharkish","Iran",1,"Agropyron","intermedium",NA,NA,NA,NA,NA,NA,43,3,0.7586
"634",140,"43_1","Baharkish","Iran",1,"Centaurea","virgata",3.015,99.86607143,0.652110626,0.8948,15,156,43,3,0.7586
"635",140,"43_1","Baharkish","Iran",1,"Acantholimon","raddeanum",2.728571429,43.66950182,0.421155512,0.44925,33,2680,43,3,0.7586
"636",140,"43_1","Baharkish","Iran",1,"Ixiolirion","tataricum",NA,NA,NA,NA,NA,NA,43,3,0.7586
"637",140,"43_1","Baharkish","Iran",1,"Ferula","ovina",NA,NA,NA,NA,NA,NA,43,3,0.7586
"638",140,"43_1","Baharkish","Iran",1,"Phlomis","herba-venti",11.05,118.4069549,0.314072762,12.5985,34,448,43,3,0.7586
"639",140,"43_1","Baharkish","Iran",1,"Verbascum","cheiranthifolium",20.5,53.80861142,0.292140247,50.5505,33,3078,43,3,0.7586
"640",140,"43_1","Baharkish","Iran",1,"Rosa","persica",NA,NA,NA,NA,NA,NA,43,3,0.7586
"641",140,"43_1","Baharkish","Iran",1,"Poa","bulbosa",6.103529412,64.09181637,0.598566308,0.291909091,40,2365,43,3,0.7586
"642",140,"43_1","Baharkish","Iran",1,"Lamium","amplexicanule",1.67,176.0287081,0.188628159,0.7358,13,360,43,3,0.7586
"643",140,"43_1","Baharkish","Iran",1,"Astragalus","chrysostachys",NA,NA,NA,NA,NA,NA,43,3,0.7586
"644",140,"43_1","Baharkish","Iran",1,"Amygdalus","spinosissima",NA,NA,NA,NA,NA,NA,43,3,0.7586
"645",141,"43_2","Baharkish","Iran",2,"Poa","bulbosa",4.5,NA,NA,NA,43,437,43,2,0.7586
"646",141,"43_2","Baharkish","Iran",2,"Cirsium","bornmuelleri",32,32.25744271,0.569390244,3.0122,27,3000,43,2,0.7586
"647",141,"43_2","Baharkish","Iran",2,"Agropyron","intermedium",NA,NA,NA,NA,NA,NA,43,2,0.7586
"648",141,"43_2","Baharkish","Iran",2,"Marrubium","vulgare",NA,NA,NA,NA,NA,NA,43,2,0.7586
"649",141,"43_2","Baharkish","Iran",2,"Stipa","arabica",NA,NA,NA,NA,NA,NA,43,2,0.7586
"650",141,"43_2","Baharkish","Iran",2,"Elymus","repens",19.35933333,121.3266911,0.300836094,5.78425,148,7519,43,2,0.7586
"651",141,"43_2","Baharkish","Iran",2,"Cerasus","microcarpa",NA,NA,NA,NA,NA,NA,43,2,0.7586
"652",141,"43_2","Baharkish","Iran",2,"Hymenocrater","elegans",NA,NA,NA,NA,NA,NA,43,2,0.7586
"653",141,"43_2","Baharkish","Iran",2,"Rosa","persica",1.5,96.45424837,0.588461538,0.393533333,34,1900,43,2,0.7586
"654",141,"43_2","Baharkish","Iran",2,"Cousinia","sp.",19,NA,NA,NA,24,1702,43,2,0.7586
"655",141,"43_2","Baharkish","Iran",2,"Onobrychis","verae",NA,NA,NA,NA,NA,NA,43,2,0.7586
"656",141,"43_2","Baharkish","Iran",2,"Astragalus","chrysostachys",3.666666667,43.53628023,0.386899,0.87,65,4664,43,2,0.7586
"657",141,"43_2","Baharkish","Iran",2,"Lamium","amplexicanule",0.5,NA,NA,NA,18,2.25,43,2,0.7586
"658",141,"43_2","Baharkish","Iran",2,"Phlomis","herba-venti",11.5,NA,NA,NA,40,2640,43,2,0.7586
"659",141,"43_2","Baharkish","Iran",2,"Verbascum","cheiranthifolium",37,NA,NA,NA,20,3096,43,2,0.7586
"660",141,"43_2","Baharkish","Iran",2,"Acantholimon","erinaceum",NA,NA,NA,NA,NA,NA,43,2,0.7586
"661",141,"43_2","Baharkish","Iran",2,"Colchicum","kotschyi",NA,NA,NA,NA,NA,NA,43,2,0.7586
"662",141,"43_2","Baharkish","Iran",2,"Centaurea","virgata",NA,NA,NA,NA,NA,NA,43,2,0.7586
"663",141,"43_2","Baharkish","Iran",2,"Phlomoides","labiosa",NA,NA,NA,NA,NA,NA,43,2,0.7586
"664",141,"43_2","Baharkish","Iran",2,"Perovskia","abrotanoides",6.1625,74.67179719,0.350162479,3.299,38,616,43,2,0.7586
"665",141,"43_2","Baharkish","Iran",2,"Eremurus","stenophyllus",39.25,NA,NA,NA,28,918,43,2,0.7586
"666",141,"43_2","Baharkish","Iran",2,"Lactuca","orientalis",6.2,NA,NA,NA,42,360,43,2,0.7586
"667",141,"43_2","Baharkish","Iran",2,"Acantholimon","raddeanum",2.585714286,NA,0.529801325,NA,42,3886,43,2,0.7586
"668",141,"43_2","Baharkish","Iran",2,"Eryngium","bungei",11,71.49641915,0.27492228,12.64533333,45,510,43,2,0.7586
"669",141,"43_2","Baharkish","Iran",2,"Artemisia","kopetdaghensis",3.75,NA,NA,NA,69,2350,43,2,0.7586
"670",141,"43_2","Baharkish","Iran",2,"Amygdalus","spinosissima",3,66.7804878,0.257214555,0.152111111,20,425,43,2,0.7586
"671",141,"43_2","Baharkish","Iran",2,"Bromus","kopetdagensis",29.575,96.94412771,0.423262548,4.251,77,1449,43,2,0.7586
"672",141,"43_2","Baharkish","Iran",2,"Acanthophyllum","glandulosum",1.970909091,42.42168675,0.398081535,0.207117647,43,4465,43,2,0.7586
"673",141,"43_2","Baharkish","Iran",2,"Convolvulus","lineatus",3,NA,NA,NA,14,10,43,2,0.7586
"674",142,"43_3","Baharkish","Iran",3,"Juniperus","polycarpos",8,27.46296296,0.618202633,0.37075,1.5,120,43,1,0.7586
"675",142,"43_3","Baharkish","Iran",3,"Bromus","kopetdagensis",21,NA,NA,NA,95,5141,43,1,0.7586
"676",142,"43_3","Baharkish","Iran",3,"Johrenia","platycarpa",NA,NA,NA,NA,NA,NA,43,1,0.7586
"677",142,"43_3","Baharkish","Iran",3,"Acanthophyllum","glandulosum",NA,NA,NA,NA,NA,NA,43,1,0.7586
"678",142,"43_3","Baharkish","Iran",3,"Bunium","cylindricum",2.25,NA,NA,NA,23,275,43,1,0.7586
"679",142,"43_3","Baharkish","Iran",3,"Tragopogon","vvedenskyi",NA,NA,NA,NA,NA,NA,43,1,0.7586
"680",142,"43_3","Baharkish","Iran",3,"Amygdalus","spinosissima",NA,NA,NA,NA,NA,NA,43,1,0.7586
"681",142,"43_3","Baharkish","Iran",3,"Acantholimon","raddeanum",NA,NA,NA,NA,NA,NA,43,1,0.7586
"682",142,"43_3","Baharkish","Iran",3,"Elymus","repens",18.85714286,NA,NA,NA,120,2590,43,1,0.7586
"683",142,"43_3","Baharkish","Iran",3,"Polygonum","sewerzowii",11.2,NA,0.184880952,NA,60,520,43,1,0.7586
"684",142,"43_3","Baharkish","Iran",3,"Verbascum","cheiranthifolium",25.5,NA,NA,NA,28,2250,43,1,0.7586
"685",142,"43_3","Baharkish","Iran",3,"Erysimum","ischnostylum",NA,NA,NA,NA,NA,NA,43,1,0.7586
"686",142,"43_3","Baharkish","Iran",3,"Bungardia","crhysogonum",NA,NA,NA,NA,NA,NA,43,1,0.7586
"687",142,"43_3","Baharkish","Iran",3,"Bupleurum","falcatum",NA,NA,NA,NA,NA,NA,43,1,0.7586
"688",142,"43_3","Baharkish","Iran",3,"Stipa","caucasica",NA,NA,NA,NA,NA,NA,43,1,0.7586
